id_route,id_aero_dep,id_aero_arr,id_comp
728,3382,3394,4608
729,3382,6376,4608
730,3382,3387,4608
731,3382,3388,4608
732,3382,3390,4608
733,3382,4108,4608
734,3382,2276,4608
735,3382,6403,4608
736,3382,3379,4608
737,3382,3383,4608
738,3382,4149,4608
739,6379,3395,4608
740,6379,3383,4608
741,3394,3395,4608
742,3394,3386,4608
743,3394,6386,4608
744,3394,3382,4608
745,3394,3378,4608
746,3394,4030,4608
747,3394,6392,4608
748,3394,4149,4608
749,3372,4085,4608
750,3372,6347,4608
751,3372,4030,4608
752,3378,3393,4608
753,3378,3395,4608
754,3378,4308,4608
755,3378,6432,4608
756,3378,3394,4608
757,3378,3368,4608
758,4033,3393,4608
759,4033,3395,4608
760,4033,6400,4608
761,6376,3395,4608
762,6376,3382,4608
763,4097,3393,4608
764,4097,3395,4608
765,4097,9311,4608
766,4097,3379,4608
767,4097,6366,4608
768,6385,3379,4608
769,6402,3395,4608
770,3339,3395,4608
771,6400,4033,4608
772,6400,3388,4608
773,6400,4030,4608
774,6400,6366,4608
775,3387,3393,4608
776,3387,4120,4608
777,3387,3400,4608
778,3387,3384,4608
779,3387,3382,4608
780,3387,4144,4608
781,3387,4030,4608
782,3388,4380,4608
783,3388,3393,4608
784,3388,3395,4608
785,3388,6353,4608
786,3388,3400,4608
787,3388,3382,4608
788,3388,6400,4608
789,3388,4030,4608
790,3373,3393,4608
791,3373,3395,4608
792,3373,3205,4608
793,3373,3376,4608
794,5475,3376,4608
795,6954,3400,4608
796,3364,3393,4608
797,3364,3395,4608
798,3364,6403,4608
799,3364,8043,4608
800,3406,3393,4608
801,3406,3395,4608
802,3406,2244,4608
803,6435,3393,4608
804,6435,3395,4608
805,3205,3373,4608
806,4144,3371,4608
807,4144,3395,4608
808,4144,6434,4608
809,4144,3387,4608
810,4144,3369,4608
811,4144,4149,4608
812,4144,156,4608
813,6347,3395,4608
814,6347,3400,4608
815,6347,3372,4608
816,2244,3370,4608
817,2244,3406,4608
818,4302,3393,4608
819,3361,3393,4608
820,4030,3393,4608
821,4030,3395,4608
822,4030,3394,4608
823,4030,3372,4608
824,4030,6400,4608
825,4030,3387,4608
826,4030,3388,4608
827,4030,4108,4608
828,4030,6392,4608
829,4030,4110,4608
830,3374,3393,4608
831,3374,3395,4608
832,3374,6403,4608
833,3390,3395,4608
834,3390,3382,4608
835,4108,4380,4608
836,4108,3393,4608
837,4108,3395,4608
838,4108,3404,4608
839,4108,3400,4608
840,4108,3382,4608
841,4108,4030,4608
842,4108,3379,4608
843,2276,3382,4608
844,2275,3393,4608
845,2275,3395,4608
846,3368,4380,4608
847,3368,3393,4608
848,3368,3395,4608
849,3368,3386,4608
850,3368,3400,4608
851,3368,3378,4608
852,8858,3369,4608
853,3369,3393,4608
854,3369,3395,4608
855,3369,6344,4608
856,3369,3386,4608
857,3369,4144,4608
858,3369,8858,4608
859,3399,3375,4608
860,3399,3393,4608
861,3399,3395,4608
862,3399,3397,4608
863,3399,3379,4608
864,6368,3379,4608
865,6392,3371,4608
866,6392,3395,4608
867,6392,3400,4608
868,6392,3394,4608
869,6392,4030,4608
870,3376,3393,4608
871,3376,3395,4608
872,3376,3400,4608
873,3376,6386,4608
874,3376,3373,4608
875,3376,5475,4608
876,6390,3393,4608
877,6390,3395,4608
878,6403,3395,4608
879,6403,3382,4608
880,6403,3364,4608
881,6403,3374,4608
882,3396,3395,4608
883,3379,6351,4608
884,3379,3393,4608
885,3379,3395,4608
886,3379,3385,4608
887,3379,9311,4608
888,3379,3400,4608
889,3379,3382,4608
890,3379,4097,4608
891,3379,6385,4608
892,3379,4108,4608
893,3379,3399,4608
894,3379,6368,4608
895,3379,3383,4608
896,3379,6366,4608
897,3379,4110,4608
898,3383,3371,4608
899,3383,3395,4608
900,3383,4109,4608
901,3383,3382,4608
902,3383,6379,4608
903,3383,3379,4608
904,6366,3393,4608
905,6366,3395,4608
906,6366,4097,4608
907,6366,6400,4608
908,6366,3379,4608
909,6366,8043,4608
910,4149,3395,4608
911,4149,3404,4608
912,4149,3400,4608
913,4149,3382,4608
914,4149,3394,4608
915,4149,4144,4608
916,4110,4030,4608
917,4110,3379,4608
918,6361,3393,4608
919,6361,3395,4608
920,6361,3077,4608
921,8876,3395,4608
922,156,4144,4608
923,6357,3393,4608
924,6357,3077,4608
925,8043,3364,4608
926,8043,6366,4608
927,6355,4109,4608
928,6355,4120,4608
929,3877,3484,20565
930,3484,3877,20565
931,1128,1590,442
932,1590,1128,442
933,8428,2988,2524
934,6151,2988,2524
935,4364,4111,2524
936,4364,2992,2524
937,4364,2988,2524
938,6143,6140,2524
939,6143,2988,2524
940,6140,6143,2524
941,6140,2975,2524
942,6140,2988,2524
943,2975,6140,2524
944,4111,4364,2524
945,4368,2988,2524
946,2992,4364,2524
947,2988,8428,2524
948,2988,6151,2524
949,2988,4364,2524
950,2988,6143,2524
951,2988,6140,2524
952,2988,4368,2524
953,3885,3076,8463
954,6176,3076,8463
955,3043,3069,8463
956,3043,3076,8463
957,3069,3043,8463
958,3069,3076,8463
959,3069,2194,8463
960,3068,3076,8463
961,3076,3885,8463
962,3076,6176,8463
963,3076,3043,8463
964,3076,3069,8463
965,3076,3068,8463
966,3076,2188,8463
967,3076,2072,8463
968,3076,3071,8463
969,3076,3125,8463
970,3076,3304,8463
971,3076,2194,8463
972,3076,3073,8463
973,3076,3074,8463
974,2188,3076,8463
975,2072,3076,8463
976,3071,3076,8463
977,3125,3076,8463
978,3304,3076,8463
979,2194,3069,8463
980,2194,3076,8463
981,3072,3076,8463
982,3073,3076,8463
983,3073,3072,8463
984,3074,3076,8463
985,5498,128,29
986,128,5498,29
987,3670,3988,3201
988,3988,3670,3201
989,3988,3797,3201
990,3988,3576,3201
991,3988,1760,3201
992,3797,3988,3201
993,3576,3988,3201
994,3576,1760,3201
995,1760,3988,3201
996,1760,3576,3201
997,49,176,341
998,87,156,341
999,87,176,341
1000,100,196,341
1001,156,87,341
1002,156,176,341
1003,176,87,341
1004,176,156,341
1005,176,178,341
1006,176,196,341
1007,178,49,341
1008,196,100,341
1009,196,176,341
1010,1783,1824,17885
1011,1783,1850,17885
1012,1785,1824,17885
1013,2709,1824,17885
1014,1794,1824,17885
1015,1796,1824,17885
1016,1789,1824,17885
1017,1795,1824,17885
1018,1793,1824,17885
1019,1792,1824,17885
1020,1852,1824,17885
1021,1852,1825,17885
1022,1852,1850,17885
1023,1797,1824,17885
1024,1800,1824,17885
1025,1804,1824,17885
1026,1804,1825,17885
1027,1804,3621,17885
1028,1804,1840,17885
1029,1804,3867,17885
1030,1804,1847,17885
1031,1767,1824,17885
1032,1909,1824,17885
1033,1807,1824,17885
1034,1786,1824,17885
1035,3797,1824,17885
1036,1816,1824,17885
1037,3877,1825,17885
1038,3877,1850,17885
1039,1824,1783,17885
1040,1824,1785,17885
1041,1824,2709,17885
1042,1824,1794,17885
1043,1824,1796,17885
1044,1824,1789,17885
1045,1824,1795,17885
1046,1824,1793,17885
1047,1824,1792,17885
1048,1824,1852,17885
1049,1824,1797,17885
1050,1824,1800,17885
1051,1824,1804,17885
1052,1824,1767,17885
1053,1824,1909,17885
1054,1824,1807,17885
1055,1824,1786,17885
1056,1824,3797,17885
1057,1824,1816,17885
1058,1824,3576,17885
1059,1824,1819,17885
1060,1824,1822,17885
1061,1824,1825,17885
1062,1824,1826,17885
1063,1824,1829,17885
1064,1824,1836,17885
1065,1824,1839,17885
1066,1824,3621,17885
1067,1824,1840,17885
1068,1824,1885,17885
1069,1824,3867,17885
1070,1824,1848,17885
1071,1824,1846,17885
1072,1824,1847,17885
1073,1824,1845,17885
1074,1824,1854,17885
1075,1824,1853,17885
1076,1824,1855,17885
1077,1824,1856,17885
1078,1824,1858,17885
1079,3576,1824,17885
1080,1819,1824,17885
1081,1822,1824,17885
1082,1825,1852,17885
1083,1825,1804,17885
1084,1825,3877,17885
1085,1825,1824,17885
1086,1825,3621,17885
1087,1825,1850,17885
1088,1826,1824,17885
1089,1829,1824,17885
1090,1836,1824,17885
1091,1836,1850,17885
1092,1839,1824,17885
1093,3621,1804,17885
1094,3621,1824,17885
1095,3621,1825,17885
1096,3621,1850,17885
1097,1840,1804,17885
1098,1840,1824,17885
1099,1840,1850,17885
1100,1885,1824,17885
1101,3867,1804,17885
1102,3867,1824,17885
1103,1848,1824,17885
1104,1846,1824,17885
1105,1847,1804,17885
1106,1847,1824,17885
1107,1850,1783,17885
1108,1850,1852,17885
1109,1850,3877,17885
1110,1850,1825,17885
1111,1850,1836,17885
1112,1850,3621,17885
1113,1850,1840,17885
1114,1850,1856,17885
1115,1845,1824,17885
1116,1854,1824,17885
1117,1853,1824,17885
1118,1855,1824,17885
1119,1856,1824,17885
1120,1856,1850,17885
1121,1858,1824,17885
1122,3093,2048,10758
1123,3093,2050,10758
1124,2188,2050,10758
1125,2048,3093,10758
1126,2048,2223,10758
1127,2048,2050,10758
1128,2223,2048,10758
1129,2223,2050,10758
1130,2050,3093,10758
1131,2050,2188,10758
1132,2050,2048,10758
1133,2050,2223,10758
1134,2050,2053,10758
1135,2053,2050,10758
1136,1688,1678,1401
1137,1423,1130,1401
1138,1130,1423,1401
1139,1130,1678,1401
1140,1742,1678,1401
1141,4197,1678,1401
1142,1737,1678,1401
1143,1678,1688,1401
1144,1678,1130,1401
1145,1678,1742,1401
1146,1678,4197,1401
1147,1678,1737,1401
1148,1230,350,2548
1149,1230,351,2548
1150,210,344,2548
1151,580,342,2548
1152,4309,345,2548
1153,4309,351,2548
1154,737,344,2548
1155,737,345,2548
1156,737,342,2548
1157,3941,344,2548
1158,3941,350,2548
1159,1688,344,2548
1160,1218,344,2548
1161,1218,345,2548
1162,1218,352,2548
1163,1218,342,2548
1164,1218,350,2548
1165,1506,350,2548
1166,1739,350,2548
1167,636,342,2548
1168,469,342,2548
1169,469,351,2548
1170,1321,344,2548
1171,1321,345,2548
1172,1321,342,2548
1173,1321,350,2548
1174,1321,351,2548
1175,1216,345,2548
1176,1216,350,2548
1177,1538,344,2548
1178,1538,351,2548
1179,353,350,2548
1180,1501,344,2548
1181,1501,345,2548
1182,1501,350,2548
1183,302,350,2548
1184,1423,345,2548
1185,1489,344,2548
1186,1489,342,2548
1187,1489,350,2548
1188,1519,344,2548
1189,1519,345,2548
1190,1519,350,2548
1191,1382,342,2548
1192,1460,344,2548
1193,1460,338,2548
1194,1460,350,2548
1195,344,210,2548
1196,344,737,2548
1197,344,3941,2548
1198,344,1688,2548
1199,344,1218,2548
1200,344,1321,2548
1201,344,1538,2548
1202,344,1501,2548
1203,344,1489,2548
1204,344,1519,2548
1205,344,1460,2548
1206,344,1322,2548
1207,344,1509,2548
1208,344,1200,2548
1209,344,338,2548
1210,344,599,2548
1211,344,535,2548
1212,344,1626,2548
1213,344,1555,2548
1214,344,382,2548
1215,344,342,2548
1216,344,5557,2548
1217,344,1452,2548
1218,344,1225,2548
1219,344,1468,2548
1220,344,1479,2548
1221,344,1458,2548
1222,344,4322,2548
1223,344,1462,2548
1224,344,348,2548
1225,344,507,2548
1226,344,1638,2548
1227,344,1054,2548
1228,344,478,2548
1229,344,1524,2548
1230,344,1561,2548
1231,344,1354,2548
1232,344,5673,2548
1233,344,1520,2548
1234,344,3998,2548
1235,344,1512,2548
1236,344,1587,2548
1237,344,1562,2548
1238,344,1203,2548
1239,344,1075,2548
1240,344,1472,2548
1241,344,1205,2548
1242,344,772,2548
1243,344,4317,2548
1244,344,1646,2548
1245,344,1486,2548
1246,344,1206,2548
1247,344,548,2548
1248,344,1508,2548
1249,344,1612,2548
1250,344,1590,2548
1251,344,287,2548
1252,344,351,2548
1253,344,1551,2548
1254,344,1613,2548
1255,344,1550,2548
1256,344,679,2548
1257,344,1226,2548
1258,344,1209,2548
1259,344,1208,2548
1260,344,1678,2548
1261,1322,344,2548
1262,1509,344,2548
1263,1509,345,2548
1264,1509,352,2548
1265,1509,342,2548
1266,1509,350,2548
1267,1509,351,2548
1268,488,345,2548
1269,1200,344,2548
1270,1200,345,2548
1271,1200,352,2548
1272,1200,342,2548
1273,1200,350,2548
1274,1200,351,2548
1275,338,1460,2548
1276,338,344,2548
1277,338,345,2548
1278,338,350,2548
1279,373,5557,2548
1280,373,346,2548
1281,373,3998,2548
1282,373,4317,2548
1283,373,1206,2548
1284,599,344,2548
1285,599,345,2548
1286,345,4309,2548
1287,345,737,2548
