id_route,id_aero_dep,id_aero_arr,id_comp
6833,1423,3998,214
6834,1423,1056,214
6835,1489,351,214
6836,1519,345,214
6837,1519,346,214
6838,1382,1613,214
6839,1460,344,214
6840,1460,345,214
6841,1460,341,214
6842,1460,340,214
6843,1460,342,214
6844,1460,346,214
6845,1460,351,214
6846,1460,1613,214
6847,344,1055,214
6848,344,1230,214
6849,344,1688,214
6850,344,1460,214
6851,344,1322,214
6852,344,1051,214
6853,344,1130,214
6854,344,1225,214
6855,344,1458,214
6856,344,1054,214
6857,344,1231,214
6858,344,346,214
6859,344,7447,214
6860,344,1520,214
6861,344,3998,214
6862,344,4317,214
6863,344,1056,214
6864,344,351,214
6865,1474,1613,214
6866,1322,344,214
6867,1322,345,214
6868,1322,3986,214
6869,1322,1612,214
6870,609,345,214
6871,609,3998,214
6872,609,351,214
6873,609,1613,214
6874,1509,1423,214
6875,1509,345,214
6876,1509,340,214
6877,1509,346,214
6878,1509,350,214
6879,1509,351,214
6880,1509,1678,214
6881,1852,345,214
6882,2897,345,214
6883,3670,340,214
6884,293,345,214
6885,293,347,214
6886,4029,345,214
6887,4029,340,214
6888,4029,346,214
6889,4029,351,214
6890,338,1688,214
6891,338,345,214
6892,338,1452,214
6893,338,1130,214
6894,338,7447,214
6895,338,3998,214
6896,338,1472,214
6897,338,1056,214
6898,373,3998,214
6899,345,1055,214
6900,345,1230,214
6901,345,1212,214
6902,345,2179,214
6903,345,1688,214
6904,345,1218,214
6905,345,1739,214
6906,345,1519,214
6907,345,1460,214
6908,345,1322,214
6909,345,609,214
6910,345,1509,214
6911,345,1852,214
6912,345,2897,214
6913,345,293,214
6914,345,4029,214
6915,345,338,214
6916,345,1626,214
6917,345,1555,214
6918,345,1563,214
6919,345,4091,214
6920,345,1051,214
6921,345,498,214
6922,345,410,214
6923,345,342,214
6924,345,421,214
6925,345,1452,214
6926,345,1130,214
6927,345,1225,214
6928,345,499,214
6929,345,3797,214
6930,345,1458,214
6931,345,1462,214
6932,345,3484,214
6933,345,1054,214
6934,345,1229,214
6935,345,1231,214
6936,345,3576,214
6937,345,1469,214
6938,345,346,214
6939,345,1524,214
6940,345,1561,214
6941,345,7447,214
6942,345,1354,214
6943,345,347,214
6944,345,1520,214
6945,345,3830,214
6946,345,1633,214
6947,345,3998,214
6948,345,1761,214
6949,345,1760,214
6950,345,1470,214
6951,345,1472,214
6952,345,3953,214
6953,345,4197,214
6954,345,3793,214
6955,345,4317,214
6956,345,1486,214
6957,345,1476,214
6958,345,1053,214
6959,345,548,214
6960,345,350,214
6961,345,1612,214
6962,345,1056,214
6963,345,1590,214
6964,345,351,214
6965,345,1551,214
6966,345,1613,214
6967,345,1923,214
6968,345,1678,214
6969,345,1488,214
6970,1626,345,214
6971,1626,342,214
6972,1626,346,214
6973,1626,3998,214
6974,1626,351,214
6975,1555,345,214
6976,1555,351,214
6977,1555,1613,214
6978,382,1225,214
6979,382,3998,214
6980,4166,3998,214
6981,4166,351,214
6982,1563,345,214
6983,1563,350,214
6984,1563,1613,214
6985,3986,1322,214
6986,341,1688,214
6987,341,1460,214
6988,341,1225,214
6989,341,3998,214
6990,4091,345,214
6991,4091,348,214
6992,4091,346,214
6993,4091,351,214
6994,4091,1613,214
6995,4091,1678,214
6996,340,1212,214
6997,340,2170,214
6998,340,2179,214
6999,340,1739,214
7000,340,1460,214
7001,340,1509,214
7002,340,3670,214
7003,340,4029,214
7004,340,498,214
7005,340,421,214
7006,340,1225,214
7007,340,503,214
7008,340,507,214
7009,340,1229,214
7010,340,3998,214
7011,340,3953,214
7012,340,351,214
7013,340,1613,214
7014,1051,344,214
7015,1051,345,214
7016,1051,342,214
7017,1051,348,214
7018,1051,346,214
7019,1051,347,214
7020,1051,1612,214
7021,1051,351,214
7022,1051,1613,214
7023,1051,1678,214
7024,498,345,214
7025,498,499,214
7026,668,351,214
7027,687,351,214
7028,1609,1452,214
7029,1609,3998,214
7030,1609,1056,214
7031,1609,351,214
7032,1665,1229,214
7033,410,345,214
7034,410,346,214
7035,410,350,214
7036,410,351,214
7037,410,1678,214
7038,352,1225,214
7039,352,499,214
7040,352,507,214
7041,352,3998,214
7042,352,350,214
7043,352,1613,214
7044,342,1055,214
7045,342,1230,214
7046,342,1212,214
7047,342,1688,214
7048,342,1460,214
7049,342,345,214
7050,342,1626,214
7051,342,1051,214
7052,342,421,214
7053,342,1452,214
7054,342,1225,214
7055,342,1458,214
7056,342,507,214
7057,342,1054,214
7058,342,346,214
7059,342,347,214
7060,342,1520,214
7061,342,3998,214
7062,342,3953,214
7063,342,1486,214
7064,342,350,214
7065,342,1612,214
7066,342,1056,214
7067,342,1613,214
7068,421,345,214
7069,421,340,214
7070,421,342,214
7071,421,346,214
7072,421,351,214
7073,421,1613,214
7074,421,1678,214
7075,1452,1423,214
7076,1452,338,214
7077,1452,345,214
7078,1452,1609,214
7079,1452,342,214
7080,1452,348,214
7081,1452,1611,214
7082,1452,346,214
7083,1452,347,214
7084,1452,1612,214
7085,1452,351,214
7086,1452,1613,214
7087,1452,1678,214
7088,3179,2179,214
7089,3179,3885,214
7090,1130,344,214
7091,1130,338,214
7092,1130,345,214
7093,1130,348,214
7094,1130,347,214
7095,1130,351,214
7096,1225,1423,214
7097,1225,344,214
7098,1225,345,214
7099,1225,382,214
7100,1225,341,214
7101,1225,340,214
7102,1225,352,214
7103,1225,342,214
7104,1225,346,214
7105,1225,347,214
7106,1225,371,214
7107,1225,3998,214
7108,1225,350,214
7109,1225,351,214
7110,1225,1678,214
7111,1610,3998,214
7112,499,345,214
7113,499,340,214
7114,499,352,214
7115,499,350,214
7116,3797,345,214
7117,3797,351,214
7118,1468,1613,214
7119,1479,1613,214
7120,2952,351,214
7121,1458,344,214
7122,1458,345,214
7123,1458,342,214
7124,1458,348,214
7125,1458,346,214
7126,1458,351,214
7127,1456,1613,214
7128,669,351,214
7129,1462,345,214
7130,1462,346,214
7131,3484,345,214
7132,1197,1613,214
7133,503,340,214
7134,503,1678,214
7135,2948,351,214
7136,1213,3998,214
7137,348,1055,214
7138,348,1688,214
7139,348,4091,214
7140,348,1051,214
7141,348,1452,214
7142,348,1130,214
7143,348,1458,214
7144,348,3998,214
7145,348,1056,214
7146,502,1612,214
7147,507,1423,214
7148,507,340,214
7149,507,352,214
7150,507,342,214
7151,507,346,214
7152,507,1386,214
7153,507,350,214
7154,507,351,214
7155,507,1613,214
7156,507,1678,214
7157,1611,1452,214
7158,1611,3998,214
7159,1054,1423,214
7160,1054,344,214
7161,1054,345,214
7162,1054,342,214
7163,1054,346,214
7164,1054,347,214
7165,1054,1612,214
7166,1054,351,214
7167,1054,1613,214
7168,1054,1678,214
7169,1229,345,214
7170,1229,340,214
7171,1229,1665,214
7172,1229,346,214
7173,1229,351,214
7174,1229,1613,214
7175,1229,1678,214
7176,1231,344,214
7177,1231,345,214
7178,1231,346,214
7179,1231,3998,214
7180,1231,351,214
7181,3576,345,214
7182,3576,351,214
7183,1469,345,214
7184,1469,346,214
7185,1606,1613,214
7186,346,1055,214
7187,346,1230,214
7188,346,1212,214
7189,346,2170,214
7190,346,1459,214
7191,346,2179,214
7192,346,1688,214
7193,346,1506,214
7194,346,1519,214
7195,346,1460,214
7196,346,344,214
7197,346,1509,214
7198,346,4029,214
7199,346,345,214
7200,346,1626,214
7201,346,4091,214
7202,346,1051,214
7203,346,410,214
7204,346,342,214
7205,346,421,214
7206,346,1452,214
7207,346,1225,214
7208,346,1458,214
7209,346,1462,214
7210,346,507,214
7211,346,1054,214
7212,346,1229,214
7213,346,1231,214
7214,346,1469,214
7215,346,1561,214
7216,346,7447,214
7217,346,1520,214
7218,346,3998,214
7219,346,1760,214
7220,346,1470,214
7221,346,1472,214
7222,346,3953,214
7223,346,4317,214
7224,346,1486,214
7225,346,1476,214
7226,346,1056,214
7227,346,1590,214
7228,346,351,214
7229,346,1613,214
7230,346,1488,214
7231,1524,345,214
7232,1524,351,214
7233,1524,1613,214
7234,1561,345,214
7235,1561,346,214
7236,1561,350,214
7237,1561,351,214
7238,1561,1678,214
7239,7447,344,214
7240,7447,338,214
7241,7447,345,214
7242,7447,346,214
7243,7447,347,214
7244,7447,351,214
7245,1354,345,214
7246,1354,1613,214
7247,347,1688,214
7248,347,293,214
7249,347,345,214
7250,347,1051,214
7251,347,342,214
7252,347,1452,214
7253,347,1130,214
7254,347,1225,214
7255,347,1458,214
7256,347,1054,214
7257,347,7447,214
7258,347,1520,214
7259,347,3998,214
7260,347,1472,214
7261,347,4317,214
7262,347,1486,214
7263,347,1476,214
7264,347,1206,214
7265,347,1056,214
7266,347,351,214
7267,347,1613,214
7268,1520,344,214
7269,1520,345,214
7270,1520,342,214
7271,1520,346,214
7272,1520,347,214
7273,1520,350,214
7274,1520,351,214
7275,1520,1613,214
7276,1520,1678,214
7277,3830,345,214
7278,3830,351,214
7279,1386,507,214
7280,1386,351,214
7281,644,351,214
7282,1657,351,214
7283,371,1688,214
7284,371,1225,214
7285,371,3998,214
7286,1633,345,214
7287,3364,3942,214
7288,3364,351,214
7289,3998,1230,214
7290,3998,1212,214
7291,3998,1216,214
7292,3998,353,214
7293,3998,1423,214
7294,3998,344,214
7295,3998,609,214
7296,3998,338,214
7297,3998,373,214
7298,3998,345,214
7299,3998,1626,214
7300,3998,382,214
7301,3998,4166,214
7302,3998,341,214
7303,3998,340,214
7304,3998,1609,214
7305,3998,352,214
7306,3998,342,214
7307,3998,1225,214
7308,3998,1610,214
7309,3998,1213,214
7310,3998,348,214
7311,3998,1611,214
7312,3998,1231,214
7313,3998,346,214
7314,3998,347,214
7315,3998,371,214
7316,3998,349,214
7317,3998,350,214
7318,3998,1253,214
7319,3998,1612,214
7320,3998,351,214
7321,3998,1613,214
7322,3998,1246,214
7323,3998,1226,214
7324,3998,1678,214
7325,1761,345,214
7326,1760,345,214
7327,1760,346,214
7328,1470,345,214
7329,1470,346,214
7330,1470,1613,214
7331,1472,338,214
7332,1472,345,214
7333,1472,346,214
7334,1472,347,214
7335,1472,351,214
7336,1472,1613,214
7337,3953,345,214
7338,3953,340,214
7339,3953,342,214
7340,3953,346,214
7341,3953,351,214
7342,4197,345,214
7343,3793,345,214
7344,4317,344,214
7345,4317,345,214
7346,4317,346,214
7347,4317,347,214
7348,4317,350,214
7349,4317,337,214
7350,349,3998,214
7351,349,351,214
7352,3316,2179,214
7353,3316,3320,214
7354,1486,345,214
7355,1486,342,214
7356,1486,346,214
7357,1486,347,214
7358,1486,350,214
7359,1486,351,214
7360,1486,1613,214
7361,1476,345,214
7362,1476,346,214
7363,1476,347,214
7364,1476,351,214
7365,1194,351,214
7366,1053,345,214
7367,1206,347,214
7368,548,345,214
7369,350,1230,214
7370,350,1212,214
7371,350,1688,214
7372,350,1739,214
7373,350,1509,214
7374,350,345,214
7375,350,1563,214
7376,350,410,214
7377,350,352,214
7378,350,342,214
7379,350,1225,214
7380,350,499,214
7381,350,507,214
7382,350,1561,214
7383,350,1520,214
7384,350,3998,214
7385,350,4317,214
7386,350,1486,214
7387,350,351,214
7388,350,1551,214
7389,1508,1678,214
7390,1253,3998,214
7391,337,4317,214
7392,1612,1055,214
7393,1612,1322,214
7394,1612,345,214
7395,1612,342,214
7396,1612,1452,214
7397,1612,502,214
7398,1612,1054,214
7399,1612,3998,214
7400,1612,1056,214
7401,1612,351,214
7402,1612,1613,214
7403,1056,1423,214
7404,1056,344,214
7405,1056,338,214
7406,1056,345,214
7407,1056,1609,214
7408,1056,342,214
7409,1056,348,214
7410,1056,346,214
7411,1056,347,214
7412,1056,1612,214
7413,1056,351,214
7414,1056,1613,214
7415,1056,1678,214
7416,1590,345,214
7417,1590,346,214
7418,1590,351,214
7419,351,1055,214
7420,351,1230,214
7421,351,1212,214
7422,351,2170,214
7423,351,737,214
7424,351,2179,214
7425,351,1688,214
7426,351,1218,214
7427,351,1739,214
7428,351,1501,214
7429,351,1489,214
7430,351,1460,214
7431,351,344,214
7432,351,609,214
7433,351,1509,214
7434,351,4029,214
7435,351,345,214
7436,351,1626,214
7437,351,1555,214
7438,351,4166,214
7439,351,4091,214
7440,351,340,214
7441,351,1051,214
7442,351,668,214
7443,351,687,214
7444,351,1609,214
7445,351,410,214
7446,351,421,214
7447,351,1452,214
7448,351,1130,214
7449,351,1225,214
7450,351,3797,214
7451,351,2952,214
7452,351,1458,214
7453,351,669,214
7454,351,2948,214
7455,351,507,214
7456,351,1054,214
7457,351,1229,214
7458,351,1231,214
7459,351,3576,214
7460,351,346,214
7461,351,1524,214
7462,351,1561,214
7463,351,7447,214
7464,351,347,214
7465,351,1520,214
7466,351,3830,214
7467,351,1386,214
7468,351,644,214
7469,351,1657,214
7470,351,3364,214
7471,351,3998,214
7472,351,1472,214
7473,351,3953,214
7474,351,349,214
7475,351,1486,214
7476,351,1476,214
7477,351,1194,214
7478,351,350,214
7479,351,1612,214
7480,351,1056,214
7481,351,1590,214
7482,351,1551,214
7483,351,1613,214
7484,351,679,214
7485,351,1678,214
7486,1551,345,214
7487,1551,350,214
7488,1551,351,214
7489,1613,1055,214
7490,1613,1230,214
7491,1613,2170,214
7492,1613,737,214
7493,1613,1218,214
7494,1613,1382,214
7495,1613,1460,214
7496,1613,1474,214
7497,1613,609,214
7498,1613,345,214
7499,1613,1555,214
7500,1613,1563,214
7501,1613,4091,214
7502,1613,340,214
7503,1613,352,214
7504,1613,342,214
7505,1613,421,214
7506,1613,1452,214
7507,1613,1468,214
7508,1613,1479,214
7509,1613,1456,214
7510,1613,1197,214
7511,1613,507,214
7512,1613,1054,214
7513,1613,1229,214
7514,1613,1606,214
7515,1613,346,214
7516,1613,1524,214
7517,1613,1354,214
7518,1613,347,214
7519,1613,1520,214
7520,1613,3998,214
7521,1613,1470,214
7522,1613,1472,214
7523,1613,1486,214
7524,1613,1612,214
7525,1613,1056,214
7526,1613,351,214
7527,1613,1246,214
7528,1613,1448,214
7529,1613,1678,214
7530,1613,1488,214
7531,1246,3998,214
7532,1246,1613,214
7533,1448,1613,214
7534,1923,345,214
7535,679,351,214
7536,1226,3998,214
7537,1678,1055,214
7538,1678,1212,214
7539,1678,1506,214
7540,1678,1509,214
7541,1678,345,214
7542,1678,4091,214
7543,1678,1051,214
7544,1678,410,214
7545,1678,421,214
7546,1678,1452,214
7547,1678,1225,214
7548,1678,503,214
7549,1678,507,214
7550,1678,1054,214
7551,1678,1229,214
7552,1678,1561,214
7553,1678,1520,214
7554,1678,3998,214
7555,1678,1508,214
7556,1678,1056,214
7557,1678,351,214
7558,1678,1613,214
7559,1488,345,214
7560,1488,346,214
7561,1488,1613,214
7562,7407,2621,43
7563,2582,7407,43
7564,2621,2582,43
7565,253,302,330
7566,253,246,330
7567,1107,2072,330
7568,580,609,330
7569,2874,193,330
7570,3682,3751,330
7571,3682,193,330
7572,2895,193,330
7573,2179,193,330
7574,5810,146,330
7575,5810,193,330
7576,2057,11051,330
7577,1218,193,330
7578,4069,193,330
7579,3825,146,330
7580,3825,193,330
7581,2875,193,330
7582,1120,4059,330
7583,3885,3930,330
7584,3885,2279,330
7585,3690,193,330
7586,2709,193,330
7587,3448,73,330
7588,3448,100,330
7589,3448,146,330
7590,3448,193,330
7591,302,1120,330
7592,302,245,330
7593,302,1084,330
7594,302,897,330
7595,302,1165,330
7596,302,951,330
7597,302,246,330
7598,302,146,330
7599,302,193,330
7600,3849,193,330
7601,1901,193,330
7602,1382,146,330
7603,1382,193,330
7604,4162,1084,330
7605,3486,193,330
7606,3876,193,330
7607,3759,193,330
7608,245,253,330
7609,609,580,330
7610,609,644,330
7611,609,3959,330
7612,609,679,330
7613,609,193,330
7614,1852,146,330
7615,1852,178,330
7616,1852,193,330
7617,3488,193,330
7618,1800,146,330
7619,3520,100,330
7620,3520,146,330
7621,3520,193,330
7622,3093,302,330
7623,3751,3682,330
7624,3751,3861,330
7625,3751,49,330
7626,3751,90,330
7627,3751,120,330
7628,3751,146,330
7629,3751,156,330
7630,3751,160,330
7631,3751,166,330
7632,3751,178,330
7633,3751,193,330
7634,3670,193,330
7635,1084,302,330
7636,1084,4162,330
7637,897,302,330
7638,897,1020,330
7639,11051,2057,330
7640,11051,340,330
7641,3645,193,330
7642,599,193,330
7643,1187,302,330
7644,3494,3861,330
7645,3494,49,330
7646,3494,146,330
7647,3494,156,330
7648,3494,178,330
7649,3494,193,330
7650,3988,2650,330
7651,1555,193,330
7652,2878,146,330
7653,1020,302,330
7654,1020,897,330
7655,3533,146,330
7656,3533,193,330
7657,340,11051,330
7658,340,2072,330
7659,340,1197,330
7660,340,1561,330
7661,340,1246,330
7662,340,3959,330
7663,340,100,330
7664,340,146,330
7665,340,156,330
7666,340,178,330
7667,340,193,330
7668,1926,193,330
7669,668,609,330
7670,1941,193,330
7671,2882,193,330
7672,2564,193,330
7673,1665,146,330
7674,1909,193,330
7675,3077,156,330
7676,3077,193,330
7677,2359,156,330
7678,3728,156,330
7679,1910,146,330
7680,1910,193,330
7681,3714,3861,330
7682,3714,100,330
7683,3714,146,330
7684,3714,193,330
7685,3550,3861,330
7686,3550,49,330
7687,3550,146,330
7688,3550,178,330
7689,3550,193,330
7690,3930,3885,330
7691,3930,156,330
7692,3585,193,330
7693,1701,193,330
7694,2072,1107,330
7695,2072,340,330
7696,2072,1701,330
7697,3797,193,330
7698,1165,1187,330
7699,1165,4059,330
7700,1779,193,330
7701,951,1020,330
7702,3877,146,330
7703,3877,156,330
7704,3877,178,330
7705,3877,193,330
7706,3484,87,330
7707,3484,146,330
7708,3484,156,330
7709,3484,178,330
7710,3484,193,330
7711,1197,340,330
7712,3697,100,330
7713,3697,146,330
7714,3697,193,330
7715,507,49,330
7716,507,73,330
7717,507,100,330
7718,507,146,330
7719,507,156,330
7720,507,178,330
7721,507,189,330
7722,507,193,330
7723,2789,193,330
7724,1881,193,330
7725,1780,73,330
7726,1780,146,330
7727,1780,193,330
7728,3458,193,330
7729,3878,146,330
7730,3878,193,330
7731,3542,193,330
7732,1824,156,330
7733,1824,193,330
7734,3576,1767,330
7735,3576,193,330
7736,3717,193,330
7737,3858,193,330
7738,3861,3751,330
7739,3861,3494,330
7740,3861,3714,330
7741,3861,3550,330
7742,3861,3830,330
7743,3861,193,330
7744,346,1194,330
7745,346,146,330
7746,346,156,330
7747,346,193,330
7748,1561,340,330
7749,1953,193,330
7750,4059,302,330
7751,2279,3885,330
7752,2279,156,330
7753,2279,178,330
7754,2279,193,330
7755,3456,156,330
7756,3830,3861,330
7757,3830,49,330
7758,3830,73,330
7759,3830,100,330
7760,3830,111,330
7761,3830,120,330
7762,3830,146,330
7763,3830,156,330
7764,3830,160,330
7765,3830,174,330
7766,3830,178,330
7767,3830,193,330
7768,246,253,330
7769,246,302,330
7770,1897,146,330
7771,3720,156,330
7772,3720,178,330
7773,3364,156,330
7774,3364,193,330
7775,3752,193,330
7776,3462,193,330
7777,3570,193,330
7778,1754,146,330
7779,1754,193,330
7780,1761,73,330
7781,1761,193,330
7782,2881,146,330
7783,1760,146,330
7784,1760,193,330
7785,3406,156,330
7786,3406,193,330
7787,1836,156,330
7788,1836,178,330
7789,3626,193,330
7790,3622,193,330
7791,3793,193,330
7792,3731,193,330
7793,2650,3988,330
7794,2650,193,330
7795,3577,156,330
7796,3577,193,330
7797,3469,49,330
7798,3469,146,330
7799,3469,156,330
7800,3469,178,330
7801,3469,184,330
7802,3469,193,330
7803,1840,178,330
7804,1885,193,330
7805,1918,73,330
7806,1918,146,330
7807,1918,193,330
7808,3678,193,330
7809,3361,156,330
7810,3745,193,330
7811,1590,146,330
7812,1590,193,330
7813,3646,193,330
7814,665,609,330
7815,2894,193,330
7816,1613,193,330
7817,1246,340,330
7818,3959,609,330
7819,3959,340,330
7820,1923,146,330
7821,1923,178,330
7822,1923,193,330
7823,679,609,330
7824,679,193,330
7825,21,193,330
7826,27,146,330
7827,27,192,330
7828,28,146,330
7829,30,119,330
7830,33,156,330
7831,34,156,330
7832,34,178,330
7833,45,73,330
7834,45,188,330
7835,45,189,330
7836,45,193,330
7837,49,3751,330
7838,49,3494,330
7839,49,3550,330
7840,49,507,330
7841,49,3830,330
7842,49,3469,330
7843,49,90,330
7844,49,100,330
7845,49,120,330
7846,49,122,330
7847,49,146,330
7848,49,156,330
7849,49,160,330
7850,49,166,330
7851,49,178,330
7852,49,193,330
7853,49,196,330
7854,56,73,330
7855,56,100,330
7856,56,146,330
7857,56,193,330
7858,61,193,330
7859,63,65,330
7860,63,111,330
7861,65,63,330
7862,73,3448,330
7863,73,507,330
7864,73,3830,330
7865,73,45,330
7866,73,56,330
7867,73,100,330
7868,73,117,330
7869,73,125,330
7870,73,126,330
7871,73,135,330
7872,73,146,330
7873,73,182,330
7874,73,188,330
7875,73,189,330
7876,73,193,330
7877,78,156,330
7878,78,178,330
7879,87,3484,330
7880,87,156,330
7881,87,178,330
7882,90,3751,330
7883,90,49,330
7884,90,156,330
7885,90,178,330
7886,90,193,330
7887,100,3448,330
7888,100,3520,330
7889,100,340,330
7890,100,3714,330
7891,100,3697,330
7892,100,507,330
7893,100,3830,330
7894,100,49,330
7895,100,56,330
7896,100,73,330
7897,100,111,330
7898,100,117,330
7899,100,146,330
7900,100,156,330
7901,100,160,330
7902,100,174,330
7903,100,178,330
7904,100,189,330
7905,100,193,330
7906,108,156,330
7907,111,3830,330
7908,111,63,330
7909,111,100,330
7910,111,146,330
7911,111,193,330
7912,111,202,330
7913,112,178,330
7914,113,193,330
7915,116,178,330
7916,117,73,330
7917,117,100,330
7918,117,146,330
7919,117,193,330
7920,119,156,330
7921,120,3751,330
7922,120,3830,330
7923,120,49,330
7924,120,156,330
7925,120,160,330
7926,120,178,330
7927,120,193,330
7928,121,160,330
7929,121,193,330
7930,122,49,330
7931,122,178,330
7932,125,73,330
7933,125,188,330
7934,125,189,330
7935,126,73,330
7936,126,193,330
7937,127,156,330
7938,127,162,330
7939,133,193,330
7940,135,73,330
7941,135,146,330
7942,135,193,330
7943,143,193,330
7944,144,146,330
7945,146,5810,330
7946,146,3825,330
7947,146,3448,330
7948,146,302,330
7949,146,1901,330
7950,146,1382,330
7951,146,1852,330
7952,146,1800,330
7953,146,3520,330
7954,146,3751,330
7955,146,3494,330
7956,146,2878,330
7957,146,3533,330
7958,146,340,330
7959,146,1665,330
7960,146,1910,330
7961,146,3714,330
7962,146,3550,330
7963,146,3877,330
7964,146,3484,330
7965,146,3697,330
7966,146,507,330
7967,146,1780,330
7968,146,3878,330
7969,146,346,330
7970,146,3830,330
7971,146,1897,330
7972,146,2881,330
7973,146,1760,330
7974,146,3469,330
7975,146,1918,330
7976,146,1923,330
7977,146,27,330
7978,146,28,330
7979,146,49,330
7980,146,56,330
7981,146,73,330
7982,146,100,330
7983,146,111,330
7984,146,117,330
7985,146,135,330
7986,146,144,330
7987,146,149,330
7988,146,153,330
7989,146,156,330
7990,146,160,330
7991,146,178,330
7992,146,182,330
7993,146,189,330
7994,146,192,330
7995,146,193,330
7996,146,202,330
7997,146,5538,330
7998,146,1678,330
7999,146,1956,330
8000,149,146,330
8001,149,153,330
8002,153,146,330
8003,153,149,330
8004,156,2006,330
8005,156,3751,330
8006,156,3494,330
8007,156,340,330
8008,156,3077,330
8009,156,2359,330
8010,156,3728,330
8011,156,3930,330
8012,156,3877,330
8013,156,3484,330
8014,156,507,330
8015,156,1824,330
8016,156,346,330
8017,156,2279,330
8018,156,3456,330
8019,156,3830,330
8020,156,3720,330
8021,156,3364,330
8022,156,3406,330
8023,156,1836,330
8024,156,3577,330
8025,156,3469,330
8026,156,3361,330
8027,156,30,330
8028,156,33,330
8029,156,34,330
8030,156,49,330
8031,156,78,330
8032,156,87,330
8033,156,90,330
8034,156,100,330
8035,156,108,330
8036,156,120,330
8037,156,127,330
8038,156,146,330
8039,156,160,330
8040,156,162,330
8041,156,164,330
8042,156,166,330
8043,156,168,330
8044,156,172,330
8045,156,173,330
8046,156,176,330
8047,156,178,330
8048,156,179,330
8049,156,181,330
8050,156,184,330
8051,156,193,330
8052,156,198,330
8053,160,3751,330
8054,160,3830,330
8055,160,49,330
8056,160,100,330
8057,160,120,330
8058,160,121,330
8059,160,146,330
8060,160,156,330
8061,160,166,330
8062,160,178,330
8063,160,193,330
8064,161,188,330
8065,161,202,330
8066,162,127,330
8067,162,156,330
8068,164,156,330
8069,164,178,330
8070,166,3751,330
8071,166,49,330
8072,166,156,330
8073,166,160,330
8074,166,178,330
8075,166,193,330
8076,167,178,330
8077,168,156,330
8078,172,156,330
8079,173,156,330
8080,174,3830,330
8081,174,100,330
8082,174,193,330
8083,176,156,330
8084,177,193,330
8085,178,1852,330
8086,178,3751,330
8087,178,3494,330
8088,178,340,330
8089,178,3550,330
8090,178,3877,330
8091,178,3484,330
8092,178,507,330
8093,178,2279,330
8094,178,3830,330
8095,178,3720,330
8096,178,1836,330
8097,178,3469,330
8098,178,1840,330
8099,178,1923,330
8100,178,34,330
8101,178,49,330
8102,178,78,330
8103,178,87,330
8104,178,90,330
8105,178,100,330
8106,178,112,330
8107,178,116,330
8108,178,120,330
8109,178,122,330
8110,178,146,330
8111,178,156,330
8112,178,160,330
8113,178,164,330
8114,178,166,330
8115,178,167,330
8116,178,184,330
8117,178,193,330
8118,178,196,330
8119,179,156,330
8120,181,156,330
8121,182,73,330
8122,182,146,330
8123,182,193,330
8124,184,3469,330
8125,184,156,330
8126,184,178,330
8127,184,193,330
8128,188,45,330
8129,188,73,330
8130,188,125,330
8131,188,161,330
8132,188,189,330
8133,189,507,330
8134,189,45,330
8135,189,73,330
8136,189,100,330
8137,189,125,330
8138,189,146,330
8139,189,188,330
8140,189,193,330
8141,192,27,330
8142,192,146,330
8143,193,2874,330
8144,193,3682,330
8145,193,2895,330
8146,193,2179,330
8147,193,5810,330
8148,193,1218,330
8149,193,4069,330
8150,193,3825,330
8151,193,2875,330
8152,193,3690,330
8153,193,2709,330
8154,193,3448,330
8155,193,3849,330
8156,193,1901,330
8157,193,1382,330
8158,193,3486,330
8159,193,3876,330
8160,193,3759,330
8161,193,609,330
8162,193,1852,330
8163,193,3488,330
8164,193,3520,330
8165,193,3751,330
8166,193,3670,330
8167,193,3645,330
8168,193,599,330
8169,193,3494,330
8170,193,1555,330
8171,193,3533,330
8172,193,340,330
8173,193,1926,330
8174,193,1941,330
8175,193,2882,330
8176,193,2564,330
8177,193,1909,330
8178,193,3077,330
8179,193,1910,330
8180,193,3714,330
8181,193,3550,330
8182,193,3585,330
8183,193,1701,330
8184,193,3797,330
8185,193,1779,330
8186,193,3877,330
8187,193,3484,330
8188,193,3697,330
8189,193,507,330
8190,193,2789,330
8191,193,1881,330
8192,193,1780,330
8193,193,3458,330
8194,193,3878,330
8195,193,3542,330
8196,193,1824,330
8197,193,3576,330
8198,193,3717,330
8199,193,3858,330
8200,193,3861,330
8201,193,346,330
8202,193,1953,330
8203,193,2279,330
8204,193,3830,330
8205,193,3364,330
8206,193,3752,330
8207,193,3462,330
8208,193,3570,330
8209,193,1754,330
8210,193,1761,330
8211,193,1760,330
8212,193,3406,330
8213,193,3626,330
8214,193,3622,330
8215,193,3793,330
8216,193,3731,330
8217,193,2650,330
8218,193,3577,330
8219,193,3469,330
8220,193,1885,330
8221,193,1918,330
8222,193,3678,330
8223,193,3745,330
8224,193,1590,330
8225,193,3646,330
8226,193,2894,330
8227,193,1613,330
8228,193,1923,330
8229,193,679,330
8230,193,21,330
8231,193,45,330
8232,193,49,330
8233,193,56,330
8234,193,61,330
8235,193,73,330
8236,193,90,330
8237,193,100,330
8238,193,111,330
8239,193,113,330
8240,193,117,330
8241,193,120,330
8242,193,121,330
8243,193,126,330
8244,193,133,330
8245,193,135,330
8246,193,143,330
8247,193,146,330
8248,193,156,330
8249,193,160,330
8250,193,166,330
8251,193,174,330
