id_aero,nom_aero,ville_aero,pays_aero,gmt_aero
2254,Chuuk International Airport,Chuuk,Micronesia,10
2255,Pohnpei International Airport,Pohnpei,Micronesia,11
2256,Babelthuap Airport,Babelthuap,Palau,9
2257,Kosrae International Airport,Kosrae,Micronesia,11
2258,Yap International Airport,Yap,Micronesia,10
2259,Kinmen Airport,Kinmen,Taiwan,8
2260,Pingtung South Airport,Pingtung,Taiwan,8
2261,Longtan Air Base,Longtang,Taiwan,8
2262,Taitung Airport,Fengnin,Taiwan,8
2263,Lyudao Airport,Green Island,Taiwan,8
2264,Kaohsiung International Airport,Kaohsiung,Taiwan,8
2265,Chiayi Airport,Chiayi,Taiwan,8
2267,Lanyu Airport,Lanyu,Taiwan,8
2268,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,8
2270,Tainan Airport,Tainan,Taiwan,8
2271,Hsinchu Air Base,Hsinchu,Taiwan,8
2272,Makung Airport,Makung,Taiwan,8
2273,Chihhang Air Base,Taitung,Taiwan,8
2274,Pingtung North Airport,Pingtung,Taiwan,8
2275,Taipei Songshan Airport,Taipei,Taiwan,8
2276,Taiwan Taoyuan International Airport,Taipei,Taiwan,8
2277,Wang-an Airport,Wang An,Taiwan,8
2278,Hualien Airport,Hualien,Taiwan,8
2279,Narita International Airport,Tokyo,Japan,9
2280,Matsumoto Airport,Matsumoto,Japan,9
2281,Hyakuri Airport,Ibaraki,Japan,9
2282,Minami Torishima Airport,Minami Tori Shima,Japan,9
2283,Iwo Jima Airport,Iwojima,Japan,9
2284,Nanki Shirahama Airport,Nanki-shirahama,Japan,9
2285,Kohnan Airport,Kohnan,Japan,9
2286,Tokachi-Obihiro Airport,Obihiro,Japan,9
2287,New Chitose Airport,Sapporo,Japan,9
2288,Hakodate Airport,Hakodate,Japan,9
2289,Chitose Air Base,Chitose,Japan,9
2290,Memanbetsu Airport,Memanbetsu,Japan,9
2291,Nakashibetsu Airport,Nakashibetsu,Japan,9
2293,Tokachi Airport,Tokachi,Japan,9
2294,Wakkanai Airport,Wakkanai,Japan,9
2295,Iki Airport,Iki,Japan,9
2296,Yamaguchi Ube Airport,Yamaguchi,Japan,9
2297,Tsushima Airport,Tsushima,Japan,9
2298,Monbetsu Airport,Monbetsu,Japan,9
2299,Asahikawa Airport,Asahikawa,Japan,9
2300,Okushiri Airport,Okushiri,Japan,9
2301,Rishiri Airport,Rishiri Island,Japan,9
2302,Ashiya Airport,Ashiya,Japan,9
2303,Yakushima Airport,Yakushima,Japan,9
2304,Fukue Airport,Fukue,Japan,9
2305,Fukuoka Airport,Fukuoka,Japan,9
2306,New Tanegashima Airport,Tanegashima,Japan,9
2307,Kagoshima Airport,Kagoshima,Japan,9
2308,Miyazaki Airport,Miyazaki,Japan,9
2309,Nyutabaru Airport,Nyutabaru,Japan,9
2310,Oita Airport,Oita,Japan,9
2311,Kitakyūshū Airport,Kitakyushu,Japan,9
2312,Kumamoto Airport,Kumamoto,Japan,9
2313,Nagasaki Airport,Nagasaki,Japan,9
2314,Kanoya Airport,Kanoya,Japan,9
2315,Tsuiki Air Field,Tsuiki,Japan,9
2316,Amami Airport,Amami,Japan,9
2317,Okierabu Airport,Okierabu,Japan,9
2318,Tokunoshima Airport,Tokunoshima,Japan,9
2319,Fukui Airport,Fukui,Japan,9
2320,Gifu Airport,Gifu,Japan,9
2321,Hamamatsu Airport,Hamamatsu,Japan,9
2322,Komatsu Airport,Kanazawa,Japan,9
2323,Oki Airport,Oki Island,Japan,9
2324,Toyama Airport,Toyama,Japan,9
2325,Shizuhama Airport,Yaizu,Japan,9
2326,Hiroshima Airport,Hiroshima,Japan,9
2327,Okayama Airport,Okayama,Japan,9
2328,Izumo Airport,Izumo,Japan,9
2329,Hofu Airport,Hofu,Japan,9
2330,Miho Yonago Airport,Miho,Japan,9
2332,Kōchi Ryōma Airport,Kochi,Japan,9
2333,Matsuyama Airport,Matsuyama,Japan,9
2334,Osaka International Airport,Osaka,Japan,9
2335,Tottori Airport,Tottori,Japan,9
2336,Tokushima Airport/JMSDF Air Base,Tokushima,Japan,9
2337,Takamatsu Airport,Takamatsu,Japan,9
2338,Yao Airport,Osaka,Japan,9
2339,Ozuki Airport,Ozuki,Japan,9
2340,Aomori Airport,Aomori,Japan,9
2341,Yamagata Airport,Yamagata,Japan,9
2342,Sado Airport,Sado,Japan,9
2343,Hachinohe Airport,Hachinoe,Japan,9
2344,Hanamaki Airport,Hanamaki,Japan,9
2345,Akita Airport,Akita,Japan,9
2346,Misawa Air Base,Misawa,Japan,9
2347,Sendai Airport,Sendai,Japan,9
2348,Matsushima Air Base,Matsushima,Japan,9
2350,Atsugi Naval Air Facility,Atsugi,Japan,9
2351,Tateyama Airport,Tateyama,Japan,9
2352,Hachijojima Airport,Hachijojima,Japan,9
2353,Iruma Air Base,Iruma,Japan,9
2354,Kisarazu Airport,Kisarazu,Japan,9
2355,Shimofusa Airport,Shimofusa,Japan,9
2356,Oshima Airport,Oshima,Japan,9
2358,Kastner Army Heliport,Zama,Japan,9
2359,Tokyo Haneda International Airport,Tokyo,Japan,9
2360,Yokota Air Base,Yokota,Japan,9
2361,Gwangju Airport,Kwangju,South Korea,9
2364,Jeon Ju Airport (G-703),Jhunju,South Korea,9
2365,Yeosu Airport,Yeosu,South Korea,9
2366,Sokcho Airport,Sokch'o,South Korea,9
2367,Gangneung Airport (K-18),Kangnung,South Korea,9
2370,Jeju International Airport,Cheju,South Korea,9
2371,Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,9
2372,Gimhae International Airport,Busan,South Korea,9
2374,Ulsan Airport,Ulsan,South Korea,9
2375,A 511 Airport,Pyongtaek,South Korea,9
2376,Seoul Air Base (K-16),Seoul East,South Korea,9
2377,Osan Air Base,Osan,South Korea,9
2378,Gimpo International Airport,Seoul,South Korea,9
2379,Suwon Airport,Suwon,South Korea,9
2380,Pohang Airport (G-815/K-3),Pohang,South Korea,9
2381,Daegu Airport,Taegu,South Korea,9
2383,Yecheon Airbase,Yechon,South Korea,9
2384,Naha Airport,Okinawa,Japan,9
2385,Ie Shima Auxiliary Air Base,Iejima,Japan,9
2386,Kadena Air Base,Kadena,Japan,9
2387,New Ishigaki Airport,Ishigaki,Japan,9
2388,Kumejima Airport,Kumejima,Japan,9
2389,Minami-Daito Airport,Minami Daito,Japan,9
2390,Miyako Airport,Miyako,Japan,9
2391,Kitadaito Airport,Kitadaito,Japan,9
2392,Shimojishima Airport,Shimojishima,Japan,9
2393,Tarama Airport,Tarama,Japan,9
2394,Yoron Airport,Yoron,Japan,9
2395,Futenma Marine Corps Air Station,Futema,Japan,9
2396,Yonaguni Airport,Yonaguni Jima,Japan,9
2397,Ninoy Aquino International Airport,Manila,Philippines,8
2399,Awang Airport,Cotabato,Philippines,8
2400,Cagayan De Oro Airport,Ladag,Philippines,8
2401,Pagadian Airport,Pagadian,Philippines,8
2402,General Santos International Airport,Romblon,Philippines,8
2404,Zamboanga International Airport,Zamboanga,Philippines,8
2405,Loakan Airport,Baguio,Philippines,8
2406,Daet Airport,Daet,Philippines,8
2407,Basa Air Base,Floridablanca,Philippines,8
2408,Lingayen Airport,Lingayen,Philippines,8
2409,San Jose Airport,San Jose,Philippines,8
2410,Fernando Air Base,Lipa,Philippines,8
2411,Mamburao Airport,Mamburao,Philippines,8
2414,Vigan Airport,Vigan,Philippines,8
2415,Dr.Juan C. Angara Airport,Baler,Philippines,8
2421,Bagabag Airport,Bagabag,Philippines,8
2422,Daniel Z. Romualdez Airport,Tacloban,Philippines,8
2423,Bacolod-Silay Airport,Bacolod,Philippines,8
2425,Sibulan Airport,Dumaguete,Philippines,8
2426,Godofredo P. Ramos Airport,Caticlan,Philippines,8
2428,Guiuan Airport,Guiuan,Philippines,8
2429,Iloilo International Airport,Iloilo,Philippines,8
2430,Kalibo International Airport,Kalibo,Philippines,8
2433,Puerto Princesa Airport,Puerto Princesa,Philippines,8
2435,Evelio Javier Airport,San Jose,Philippines,8
2436,Comodoro Pierrestegui Airport,Concordia,Argentina,-3
2437,Gualeguaychu Airport,Gualeguaychu,Argentina,-3
2438,Junin Airport,Junin,Argentina,-3
2439,General Urquiza Airport,Parana,Argentina,-3
2440,Islas Malvinas Airport,Rosario,Argentina,-3
2441,Sauce Viejo Airport,Santa Fe,Argentina,-3
2442,Jorge Newbery Airpark,Buenos Aires,Argentina,-3
2443,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-3
2444,Chamical Airport,Gobernador Gordillo,Argentina,-3
2445,San Fernando Airport,San Fernando,Argentina,-3
2446,Mariano Moreno Airport,Jose C. Paz,Argentina,-3
2447,La Plata Airport,La Plata,Argentina,-3
2448,Moron Airport,Moron,Argentina,-3
2449,El Palomar Airport,El Palomar,Argentina,-3
2450,Chos Malal Airport,Chosmadal,Argentina,-3
2451,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,-3
2452,El Plumerillo Airport,Mendoza,Argentina,-3
2453,Comodoro D.R. Salomón Airport,Malargue,Argentina,-3
2454,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-3
2455,Catamarca Airport,Catamarca,Argentina,-3
2456,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-3
2457,Tinogasta Airport,Tinogasta,Argentina,-3
2458,Capitan V A Almonacid Airport,La Rioja,Argentina,-3
2459,Chilecito Airport,Chilecito,Argentina,-3
2460,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-3
2461,Domingo Faustino Sarmiento Airport,San Juan,Argentina,-3
2462,Area De Material Airport,Rio Cuarto,Argentina,-3
2463,Villa Dolores Airport,Villa Dolores,Argentina,-3
2464,La Quiaca Airport,Laboulaye,Argentina,-3
2465,Marcos Juarez Airport,Marcos Juarez,Argentina,-3
2466,Villa Reynolds Airport,Villa Reynolds,Argentina,-3
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-3
2468,Corrientes Airport,Corrientes,Argentina,-3
2469,Resistencia International Airport,Resistencia,Argentina,-3
2470,Formosa Airport,Formosa,Argentina,-3
2471,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-3
2472,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-3
2473,Monte Caseros Airport,Monte Caseros,Argentina,-3
2474,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,-3
2475,Termal Airport,Presidencia R.s.pena,Argentina,-3
2476,Martin Miguel De Guemes International Airport,Salta,Argentina,-3
2477,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,-3
2478,Orán Airport,Oran,Argentina,-3
2479,Laboulaye Airport,La Quiaca,Argentina,-3
2481,El Dorado Airport,El Dorado,Argentina,-3
2482,Goya Airport,Goya,Argentina,-3
2483,Oberá Airport,Obera,Argentina,-3
2484,Reconquista Airport,Reconquista,Argentina,-3
2485,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,-3
2486,El Bolson Airport,El Bolson,Argentina,-3
2487,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-3
2488,Brigadier Antonio Parodi Airport,Esquel,Argentina,-3
2490,Almirante Marco Andres Zar Airport,Trelew,Argentina,-3
2491,Gobernador Castello Airport,Viedma,Argentina,-3
2492,El Tehuelche Airport,Puerto Madryn,Argentina,-3
2493,Marambio Base,Marambio Base,Antarctica,12
2494,Puerto Deseado Airport,Puerto Deseado,Argentina,-3
2495,Hermes Quijada International Airport,Rio Grande,Argentina,-3
2496,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,-3
2497,Malvinas Argentinas Airport,Ushuaia,Argentina,-3
2498,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-3
2499,Perito Moreno Airport,Perito Moreno,Argentina,-3
2500,Santa Cruz Airport,Santa Cruz,Argentina,-3
2501,Comandante Espora Airport,Bahia Blanca,Argentina,-3
2502,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,-3
2503,Olavarria Airport,Olavarria,Argentina,-3
2504,General Pico Airport,General Pico,Argentina,-3
2505,Tres Arroyos Airport,Tres Arroyos,Argentina,-3
2506,Bolivar Airport,Bolivar,Argentina,-3
2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,-3
2509,Presidente Peron Airport,Neuquen,Argentina,-3
2511,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,-3
2512,Santa Rosa Airport,Santa Rosa,Argentina,-3
2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-3
2514,Héroes De Malvinas Airport,Tandil,Argentina,-3
2515,Villa Gesell Airport,Villa Gesell,Argentina,-3
2516,Cutral-Co Airport,Cutralco,Argentina,-3
2517,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-3
2518,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-3
2519,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,-3
2520,Amapá Airport,Amapa,Brazil,-3
2521,Araraquara Airport,Araracuara,Brazil,-3
2522,Santa Maria Airport,Aracaju,Brazil,-3
2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-4
2525,Araçatuba Airport,Aracatuba,Brazil,-3
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-3
2527,Comandante Gustavo Kraemer Airport,Bage,Brazil,-3
2528,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,-3
2529,Bacacheri Airport,Curitiba,Brazil,-3
2530,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,-3
2531,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-3
2532,Bauru Airport,Bauru,Brazil,-3
2533,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,-4
2534,Barra do Garças Airport,Barra Do Garcas,Brazil,-4
2535,Cascavel Airport,Cascavel,Brazil,-3
2536,Cachimbo Airport,Itaituba,Brazil,-3
2537,Tancredo Neves International Airport,Belo Horizonte,Brazil,-3
2538,Campo Grande Airport,Campo Grande,Brazil,-4
2539,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-3
2540,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-3
2541,Diomício Freitas Airport,Criciuma,Brazil,-3
2542,Canoas Air Force Base,Porto Alegre,Brazil,-3
2543,Bartolomeu Lisandro Airport,Campos,Brazil,-3
2544,Corumbá International Airport,Corumba,Brazil,-4
2545,Afonso Pena Airport,Curitiba,Brazil,-3
2546,Caravelas Airport,Caravelas,Brazil,-3
2547,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-3
2548,Marechal Rondon Airport,Cuiaba,Brazil,-4
2549,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-5
2550,Presidente Prudente Airport,President Prudente,Brazil,-3
2551,Eduardo Gomes International Airport,Manaus,Brazil,-4
2552,Jacareacanga Airport,Jacare-acanga,Brazil,-3
2553,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,-3
2554,Cataratas International Airport,Foz Do Iguacu,Brazil,-3
2555,Hercílio Luz International Airport,Florianopolis,Brazil,-3
2556,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,-3
2558,Furnas Airport,Alpinopolis,Brazil,-3
2559,Pinto Martins International Airport,Fortaleza,Brazil,-3
2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-3
2561,Guajará-Mirim Airport,Guajara-mirim,Brazil,-4
2562,Santa Genoveva Airport,Goiania,Brazil,-3
2563,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,-3
2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-3
2565,Guaratinguetá Airport,Guaratingueta,Brazil,-3
2566,Altamira Airport,Altamira,Brazil,-3
2567,Itacoatiara Airport,Itaituba,Brazil,-4
2568,Itaituba Airport,Itaituba,Brazil,-3
2569,Bahia - Jorge Amado Airport,Ilheus,Brazil,-3
2570,Usiminas Airport,Ipatinga,Brazil,-3
2571,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,-3
2572,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-3
2573,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,-3
2574,Francisco de Assis Airport,Juiz De Fora,Brazil,-3
2575,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,-3
2576,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-3
2577,Presidente João Suassuna Airport,Campina Grande,Brazil,-3
2578,Viracopos International Airport,Campinas,Brazil,-3
2579,Lages Airport,Lajes,Brazil,-3
2580,Lins Airport,Lins,Brazil,-3
2581,Governador José Richa Airport,Londrina,Brazil,-3
2582,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-3
2583,Lagoa Santa Airport,Lagoa Santa,Brazil,-3
2584,João Correa da Rocha Airport,Maraba,Brazil,-3
2585,Monte Dourado Airport,Almeirim,Brazil,-3
2586,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-3
2587,Mário Ribeiro Airport,Montes Claros,Brazil,-3
2589,Ponta Pelada Airport,Manaus,Brazil,-4
2590,Zumbi dos Palmares Airport,Maceio,Brazil,-3
2591,Alberto Alcolumbre Airport,Macapa,Brazil,-3
2592,Dix-Sept Rosado Airport,Mocord,Brazil,-3
2593,Campo de Marte Airport,Sao Paulo,Brazil,-3
2594,Manicoré Airport,Manicore,Brazil,-4
2595,Ministro Victor Konder International Airport,Navegantes,Brazil,-3
2596,Santo Ângelo Airport,Santo Angelo,Brazil,-3
2597,Governador Aluízio Alves International Airport,Natal,Brazil,-3
2598,Oiapoque Airport,Oioiapoque,Brazil,-3
2599,Salgado Filho Airport,Porto Alegre,Brazil,-3
2600,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,-3
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,-3
2602,Lauro Kurtz Airport,Passo Fundo,Brazil,-3
2603,João Simões Lopes Neto International Airport,Pelotas,Brazil,-3
2604,Senador Nilo Coelho Airport,Petrolina,Brazil,-3
2605,Porto Nacional Airport,Porto Nacional,Brazil,-3
2606,Ponta Porã Airport,Ponta Pora,Brazil,-4
2607,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,-4
2609,Plácido de Castro Airport,Rio Branco,Brazil,-5
2610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-3
2612,Santos Dumont Airport,Rio De Janeiro,Brazil,-3
2613,Leite Lopes Airport,Ribeirao Preto,Brazil,-3
2614,Santa Cruz Air Force Base,Rio De Janeiro,Brazil,-3
2615,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-3
2616,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-3
2618,Congonhas Airport,Sao Paulo,Brazil,-3
2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-3
2620,Base Aérea de Santos Airport,Santos,Brazil,-3
2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-3
2622,Trombetas Airport,Oriximina,Brazil,-3
2623,Senador Petrônio Portela Airport,Teresina,Brazil,-3
2624,Tefé Airport,Tefe,Brazil,-4
2625,Tarauacá Airport,Tarauaca,Brazil,-5
2626,Telêmaco Borba Airport,Telemaco Borba,Brazil,-3
2627,Tiriós Airport,Obidos Tirios,Brazil,-3
2628,Tabatinga Airport,Tabatinga,Brazil,-4
2629,Tucuruí Airport,Tucurui,Brazil,-3
2630,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-4
2631,Paulo Afonso Airport,Paulo Alfonso,Brazil,-3
2632,Rubem Berta Airport,Uruguaiana,Brazil,-3
2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,-3
2635,Mário de Almeida Franco Airport,Uberaba,Brazil,-3
2636,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-3
2637,Brigadeiro Camarão Airport,Vilhena,Brazil,-4
2638,Eurico de Aguiar Salles Airport,Vitoria,Brazil,-3
2639,Iauaretê Airport,Iauarete,Brazil,-4
2640,Campo Fontenelle Airport,Piracununga,Brazil,-3
2641,Chacalluta Airport,Arica,Chile,-4
2642,Balmaceda Airport,Balmaceda,Chile,-4
2643,El Bosque Airport,Santiago,Chile,-4
2644,Chile Chico Airport,Chile Chico,Chile,-4
2645,El Loa Airport,Calama,Chile,-4
2646,Gral. Bernardo O´Higgins Airport,Chillan,Chile,-4
2647,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,-4
2648,Teniente Vidal Airport,Coyhaique,Chile,-4
2649,Diego Aracena Airport,Iquique,Chile,-4
2650,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,-4
2651,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-4
2652,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-4
2653,Futaleufú Airport,Futaleufu,Chile,-4
2654,María Dolores Airport,Los Angeles,Chile,-4
2655,Guardiamarina Zañartu Airport,Puerto Williams,Chile,-4
2656,Carriel Sur Airport,Concepcion,Chile,-4
2657,Mataveri Airport,Easter Island,Chile,-6
2658,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,-4
2659,Vallenar Airport,Vallenar,Chile,-4
2660,De La Independencia Airport,Rancagua,Chile,-4
2661,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,12
2662,La Florida Airport,La Serena,Chile,-4
2663,Eulogio Sánchez Airport,Santiago,Chile,-4
2664,Maquehue Airport,Temuco,Chile,-4
2665,El Tepual Airport,Puerto Montt,Chile,-4
2666,Chaitén Airport,Chaiten,Chile,-4
2667,Pichoy Airport,Valdivia,Chile,-4
2668,Chachoán Airport,Ambato,Ecuador,-5
2669,Hacienda Clementina Airport,Clementia,Ecuador,-5
2670,Francisco De Orellana Airport,Coca,Ecuador,-5
2671,Mariscal Lamar Airport,Cuenca,Ecuador,-5
2672,Seymour Airport,Galapagos,Ecuador,-6
2673,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-5
2674,Gualaquiza Airport,Gualaquiza,Ecuador,-5
2675,Atahualpa Airport,Ibarra,Ecuador,-5
2676,Km 192 Airport,Km-192,Ecuador,-5
2677,Hacienda La Julia Airport,La Julia,Ecuador,-5
2678,Cotopaxi International Airport,Latacunga,Ecuador,-5
2679,Jose Maria Velasco Ibarra Airport,Macara,Ecuador,-5
2680,Coronel E Carvajal Airport,Macas,Ecuador,-5
2681,General Manuel Serrano Airport,Machala,Ecuador,-5
2682,El Carmen Airport,Montalvo,Ecuador,-5
2683,Eloy Alfaro International Airport,Manta,Ecuador,-5
2684,Maragrosa Airport,Maragrosa,Ecuador,-5
2685,Amable Calle Gutierrez Airport,Pasaje,Ecuador,-5
2686,Reales Tamarindos Airport,Portoviejo,Ecuador,-5
2687,Quevedo Airport,Quevedo,Ecuador,-5
2688,Mariscal Sucre International Airport,Quito,Ecuador,-5
2689,Chimborazo Airport,Riobamba,Ecuador,-5
2690,Santa Rosa International Airport,Santa Rosa,Ecuador,-5
2691,General Ulpiano Paez Airport,Salinas,Ecuador,-5
2692,Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,-5
2694,Taura Airport,Taura,Ecuador,-5
2695,Mayor Galo Torres Airport,Tena,Ecuador,-5
2696,Tarapoa Airport,Tarapoa,Ecuador,-5
2697,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,-5
2699,Silvio Pettirossi International Airport,Asuncion,Paraguay,-4
2700,Juan De Ayolas Airport,Ayolas,Paraguay,-4
2701,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,-4
2702,Itaipú Airport,Itaipu,Paraguay,-4
2703,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,-4
2704,Carlos Miguel Gimenez Airport,Pilar,Paraguay,-4
2705,El Eden Airport,Armenia,Colombia,-5
2706,Tres De Mayo Airport,Puerto Asis,Colombia,-5
2707,Las Flores Airport,El Banco,Colombia,-5
2708,Palonegro Airport,Bucaramanga,Colombia,-5
2709,El Dorado International Airport,Bogota,Colombia,-5
2710,Ernesto Cortissoz International Airport,Barranquilla,Colombia,-5
2711,José Celestino Mutis Airport,Bahia Solano,Colombia,-5
2712,Gerardo Tobar López Airport,Buenaventura,Colombia,-5
2713,Camilo Daza International Airport,Cucuta,Colombia,-5
2714,Rafael Nuñez International Airport,Cartagena,Colombia,-5
2715,Alfonso Bonilla Aragon International Airport,Cali,Colombia,-5
2716,La Florida Airport,Tumaco,Colombia,-5
2717,Las Brujas Airport,Corozal,Colombia,-5
2718,Yariguíes Airport,Barrancabermeja,Colombia,-5
2719,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,-5
2720,Santiago Vila Airport,Girardot,Colombia,-5
2722,Juan Casiano Airport,Guapi,Colombia,-5
2723,Guaymaral Airport,Guaymaral,Colombia,-5
2724,Perales Airport,Ibague,Colombia,-5
2725,San Luis Airport,Ipiales,Colombia,-5
2726,Antonio Roldan Betancourt Airport,Carepa,Colombia,-5
2727,Jorge Isaac Airport,La Mina,Colombia,-5
2728,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,-5
2729,Enrique Olaya Herrera Airport,Medellin,Colombia,-5
2730,Baracoa Airport,Magangue,Colombia,-5
2731,Los Garzones Airport,Monteria,Colombia,-5
2732,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,-5
2733,La Nubia Airport,Manizales,Colombia,-5
2734,Benito Salas Airport,Neiva,Colombia,-5
2735,Aguas Claras Airport,Ocana,Colombia,-5
2736,Otu Airport,Otu,Colombia,-5
2737,Puerto Bolívar Airport,Puerto Bolivar,Colombia,-5
2738,German Olano Airport,Puerto Carreno,Colombia,-5
2739,Matecaña International Airport,Pereira,Colombia,-5
2740,Pitalito Airport,Pitalito,Colombia,-5
2741,Guillermo León Valencia Airport,Popayan,Colombia,-5
2742,Antonio Narino Airport,Pasto,Colombia,-5
2743,El Embrujo Airport,Providencia,Colombia,-5
2744,Mariquita Airport,Mariquita,Colombia,-5
2745,Jose Maria Córdova International Airport,Rio Negro,Colombia,-5
2746,Almirante Padilla Airport,Rio Hacha,Colombia,-5
2747,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,-5
2748,Simón Bolívar International Airport,Santa Marta,Colombia,-5
2749,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,-5
2750,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,-5
2751,Gustavo Vargas Airport,Tame,Colombia,-5
2752,Santiago Perez Airport,Arauca,Colombia,-5
2753,El Caraño Airport,Quibdo,Colombia,-5
2754,Heriberto Gíl Martínez Airport,Tulua,Colombia,-5
2755,Alfonso López Pumarejo Airport,Valledupar,Colombia,-5
2756,Vanguardia Airport,Villavicencio,Colombia,-5
2758,Bermejo Airport,Bermejo,Bolivia,-4
2759,Jorge Wilsterman International Airport,Cochabamba,Bolivia,-4
2760,Chimore Airport,Chapacura,Bolivia,-4
2761,Capitán Aníbal Arab Airport,Cobija,Bolivia,-4
2762,El Alto International Airport,La Paz,Bolivia,-4
2763,Juan Mendoza Airport,Oruro,Bolivia,-4
2764,Capitan Nicolas Rojas Airport,Potosi,Bolivia,-4
2765,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,-4
2766,Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,-4
2767,Juana Azurduy De Padilla Airport,Sucre,Bolivia,-4
2768,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,-4
2769,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,-4
2770,Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,-4
2771,Viru Viru International Airport,Santa Cruz,Bolivia,-4
2772,Yacuiba Airport,Yacuiba,Bolivia,-4
