id_aero,nom_aero,ville_aero,pays_aero,gmt_aero
5436,Vanimo Airport,Vanimo,Papua New Guinea,10
5437,Wapenamanda Airport,Wapenamanda,Papua New Guinea,10
5438,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,-3
5439,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,-1
5440,Paamiut Heliport,Paamiut,Greenland,-3
5441,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,-3
5442,Qaqortoq Heliport,Qaqortoq,Greenland,-3
5443,Maniitsoq Airport,Maniitsoq,Greenland,-3
5444,Nanortalik Heliport,Nanortalik,Greenland,-3
5445,Narsaq Heliport,Narsaq,Greenland,-3
5446,Qaanaaq Airport,Qaanaaq,Greenland,-4
5447,Sisimiut Airport,Sisimiut,Greenland,-3
5448,Upernavik Airport,Upernavik,Greenland,-3
5449,Qaarsut Airport,Uummannaq,Greenland,-3
5450,Grímsey Airport,Grímsey,Iceland,0
5452,Thorshofn Airport,Thorshofn,Iceland,0
5453,Vopnafjörður Airport,Vopnafjörður,Iceland,0
5456,Whistler/Green Lake Water Aerodrome,Whistler,Canada,-8
5457,Anahim Lake Airport,Anahim Lake,Canada,-8
5458,Williams Harbour Airport,Williams Harbour,Canada,-3.5
5459,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,-3.5
5460,Port Hope Simpson Airport,Port Hope Simpson,Canada,-3.5
5461,Rigolet Airport,Rigolet,Canada,-4
5462,Colville Lake Airport,Colville Lake,Canada,-7
5463,Whatì Airport,Whatì,Canada,-7
5464,Summer Beaver Airport,Summer Beaver,Canada,-5
5465,Wapekeka Airport,Angling Lake,Canada,-6
5466,Wunnumin Lake Airport,Wunnumin Lake,Canada,-5
5467,North Spirit Lake Airport,North Spirit Lake,Canada,-6
5468,Bearskin Lake Airport,Bearskin Lake,Canada,-6
5469,Kingfisher Lake Airport,Kingfisher Lake,Canada,-5
5470,Ogoki Post Airport,Ogoki Post,Canada,-5
5471,Poplar Hill Airport,Poplar Hill,Canada,-6
5472,Chisasibi Airport,Chisasibi,Canada,-5
5473,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,-4
5474,La Tabatière Airport,La Tabatière,Canada,-4
5478,Cat Lake Airport,Cat Lake,Canada,-6
5479,Fort Frances Municipal Airport,Fort Frances,Canada,-6
5480,Kasabonika Airport,Kasabonika,Canada,-5
5481,Kangirsuk Airport,Kangirsuk,Canada,-5
5482,Attawapiskat Airport,Attawapiskat,Canada,-5
5483,Lac Du Bonnet Airport,Lac Du Bonnet,Canada,-6
5484,Uranium City Airport,Uranium City,Canada,-6
5485,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,-4
5486,Cartwright Airport,Cartwright,Canada,-4
5487,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,-6
5488,Nain Airport,Nain,Canada,-4
5489,Fort Severn Airport,Fort Severn,Canada,-5
5490,Fort Albany Airport,Fort Albany,Canada,-5
5491,Fort Hope Airport,Fort Hope,Canada,-5
5492,Makkovik Airport,Makkovik,Canada,-4
5493,Texada Gillies Bay Airport,Texada,Canada,-8
5494,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,-6
5495,Igloolik Airport,Igloolik,Canada,-5
5496,Kuujjuarapik Airport,Kuujjuarapik,Canada,-5
5497,Gillam Airport,Gillam,Canada,-6
5498,Grise Fiord Airport,Grise Fiord,Canada,-5
5499,Quaqtaq Airport,Quaqtaq,Canada,-5
5500,Vancouver Harbour Water Aerodrome,Vancouver,Canada,-8
5501,Nemiscau Airport,Nemiscau,Canada,-5
5502,Hopedale Airport,Hopedale,Canada,-4
5503,Chevery Airport,Chevery,Canada,-4
5504,Ivujivik Airport,Ivujivik,Canada,-5
5505,Island Lake Airport,Island Lake,Canada,-6
5506,Akulivik Airport,Akulivik,Canada,-5
5507,Waskaganish Airport,Waskaganish,Canada,-5
5508,Aupaluk Airport,Aupaluk,Canada,-5
5509,Kimmirut Airport,Kimmirut,Canada,-5
5510,Lansdowne House Airport,Lansdowne House,Canada,-5
5511,St Georges Airport,Lutselk'e,Canada,-5
5512,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,-5
5513,Mary's Harbour Airport,Mary's Harbour,Canada,-3.5
5514,Chapais Airport,Chibougamau,Canada,-5
5515,Umiujaq Airport,Umiujaq,Canada,-5
5516,Wemindji Airport,Wemindji,Canada,-5
5517,Norway House Airport,Norway House,Canada,-6
5518,Points North Landing Airport,Points North Landing,Canada,-6
5519,Oxford House Airport,Oxford House,Canada,-6
5520,Inukjuak Airport,Inukjuak,Canada,-5
5521,Pikangikum Airport,Pikangikum,Canada,-6
5522,Peawanuck Airport,Peawanuck,Canada,-5
5523,Powell River Airport,Powell River,Canada,-8
5524,The Pas Airport,The Pas,Canada,-6
5525,Nakina Airport,Nakina,Canada,-5
5526,Rae Lakes Airport,Gamètì,Canada,-7
5527,Red Lake Airport,Red Lake,Canada,-6
5528,Stony Rapids Airport,Stony Rapids,Canada,-6
5529,Sanikiluaq Airport,Sanikiluaq,Canada,-5
5530,St. Theresa Point Airport,St. Theresa Point,Canada,-6
5531,Big Trout Lake Airport,Big Trout Lake,Canada,-6
5532,Deer Lake Airport,Deer Lake,Canada,-6
5533,Webequie Airport,Webequie,Canada,-5
5534,Whale Cove Airport,Whale Cove,Canada,-6
5535,Salluit Airport,Salluit,Canada,-5
5536,York Landing Airport,York Landing,Canada,-6
5537,Ilford Airport,Ilford,Canada,-6
5538,Bathurst Airport,Bathurst,Canada,-4
5539,Eastmain River Airport,Eastmain River,Canada,-5
5540,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,-6
5541,Gods River Airport,Gods River,Canada,-6
5542,Swan River Airport,Swan River,Canada,-6
5543,Kashechewan Airport,Kashechewan,Canada,-5
5544,Muskrat Dam Airport,Muskrat Dam,Canada,-6
5545,Masset Airport,Masset,Canada,-8
5546,Sachigo Lake Airport,Sachigo Lake,Canada,-6
5547,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,-6
5548,Sandy Lake Airport,Sandy Lake,Canada,-6
5549,Shamattawa Airport,Shamattawa,Canada,-6
5550,Churchill Falls Airport,Churchill Falls,Canada,-4
5551,Wollaston Lake Airport,Wollaston Lake,Canada,-6
5552,Batna Airport,Batna,Algeria,1
5553,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,1
5554,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,1
5555,Guemar Airport,Guemar,Algeria,1
5556,Kumasi Airport,Kumasi,Ghana,0
5557,Heringsdorf Airport,Heringsdorf,Germany,1
5558,Heide-Büsum Airport,Büsum,Germany,1
5559,Helgoland-Düne Airport,Helgoland,Germany,1
5560,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,2
5561,Nottingham Airport,Nottingham,United Kingdom,0
5562,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,0
5563,Campbeltown Airport,Campbeltown,United Kingdom,0
5564,Eday Airport,Eday,United Kingdom,0
5565,Fair Isle Airport,Fair Isle,United Kingdom,0
5566,North Ronaldsay Airport,North Ronaldsay,United Kingdom,0
5567,Papa Westray Airport,Papa Westray,United Kingdom,0
5568,Stronsay Airport,Stronsay,United Kingdom,0
5569,Sanday Airport,Sanday,United Kingdom,0
5570,Lerwick / Tingwall Airport,Lerwick,United Kingdom,0
5571,Westray Airport,Westray,United Kingdom,0
5572,Land's End Airport,Land's End,United Kingdom,0
5573,Penzance Heliport,Penzance,United Kingdom,0
5574,Anglesey Airport,Angelsey,United Kingdom,0
5575,Barra Airport,Barra,United Kingdom,0
5577,Donegal Airport,Dongloe,Ireland,0
5578,Weston Airport,Leixlip,Ireland,0
5579,Sindal Airport,Sindal,Denmark,1
5580,Leknes Airport,Leknes,Norway,1
5581,Namsos Høknesøra Airport,Namsos,Norway,1
5582,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,1
5583,"Rørvik Airport, Ryum",Rørvik,Norway,1
5584,Røst Airport,Røst,Norway,1
5585,Sandane Airport (Anda),Sandane,Norway,1
5586,Sogndal Airport,Sogndal,Norway,1
5587,Svolvær Helle Airport,Svolvær,Norway,1
5588,Sørkjosen Airport,Sorkjosen,Norway,1
5589,"Vardø Airport, Svartnes",Vardø,Norway,1
5590,Værøy Heliport,Værøy,Norway,1
5591,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,1
5592,Łódź Władysław Reymont Airport,Lodz,Poland,1
5593,Åre Östersund Airport,Östersund,Sweden,1
5594,Hagfors Airport,Hagfors,Sweden,1
5595,Karlstad Airport,Karlstad,Sweden,1
5596,Torsby Airport,Torsby,Sweden,1
5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,1
5598,Storuman Airport,Mohed,Sweden,1
5599,Hemavan Airport,Hemavan,Sweden,1
5602,Ventspils International Airport,Ventspils,Latvia,2
5603,Rand Airport,Johannesburg,South Africa,2
5604,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,2
5605,Malamala Airport,Malamala,South Africa,2
5606,Mmabatho International Airport,Mafeking,South Africa,2
5607,Ghanzi Airport,Ghanzi,Botswana,2
5608,Orapa Airport,Orapa,Botswana,2
5609,Shakawe Airport,Shakawe,Botswana,2
5610,Limpopo Valley Airport,Tuli Lodge,Botswana,2
5611,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),1
5612,Chipata Airport,Chipata,Zambia,2
5613,Los Alamitos Army Air Field,Solwesi,Zambia,-8
5614,Iconi Airport,Moroni,Comoros,3
5615,Antsalova Airport,Antsalova,Madagascar,3
5616,Ankavandra Airport,Ankavandra,Madagascar,3
5617,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,3
5618,Maintirano Airport,Maintirano,Madagascar,3
5619,Morafenobe Airport,Morafenobe,Madagascar,3
5620,Tambohorano Airport,Tambohorano,Madagascar,3
5621,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,3
5622,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,3
5623,Port Bergé Airport,Port Bergé,Madagascar,3
5624,Ambanja Airport,Ambanja,Madagascar,3
5625,Soalala Airport,Soalala,Madagascar,3
5626,Mampikony Airport,Mampikony,Madagascar,3
5627,Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,-5
5628,Mandritsara Airport,Mandritsara,Madagascar,3
5629,Manja Airport,Manja,Madagascar,3
5630,Catumbela Airport,Catumbela,Angola,1
5631,Dundo Airport,Dundo,Angola,1
5632,Ngjiva Pereira Airport,Ondjiva,Angola,1
5633,Namibe Airport,Mocamedes,Angola,1
5634,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,1
5635,Mouilla Ville Airport,Mouila,Gabon,1
5636,Tchibanga Airport,Tchibanga,Gabon,1
5637,Chimoio Airport,Chimoio,Mozambique,2
5639,Sarh Airport,Sarh,Chad,1
5640,Club Makokola Airport,Club Makokola,Malawi,2
5641,Luderitz Airport,Luderitz,Namibia,1
5642,Ondangwa Airport,Ondangwa,Namibia,1
5643,Oranjemund Airport,Oranjemund,Namibia,1
5644,Swakopmund Airport,Swakopmund,Namibia,1
5645,Eros Airport,Windhoek,Namibia,1
5646,Boma Airport,Boma,Congo (Kinshasa),1
5647,Tshimpi Airport,Matadi,Congo (Kinshasa),1
5648,Inongo Airport,Inongo,Congo (Kinshasa),1
5649,Nioki Airport,Nioki,Congo (Kinshasa),1
5650,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),1
5651,Basankusu Airport,Basankusu,Congo (Kinshasa),1
5652,Tshikapa Airport,Tshikapa,Congo (Kinshasa),2
5653,Lodja Airport,Lodja,Congo (Kinshasa),2
5654,Ilebo Airport,Ilebo,Congo (Kinshasa),2
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,0
5659,La Gomera Airport,La Gomera,Spain,0
5662,Sherbro International Airport,Bonthe,Sierra Leone,0
5663,Bo Airport,Bo,Sierra Leone,0
5664,Kenema Airport,Kenema,Sierra Leone,0
5665,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,0
5669,Smara Airport,Smara,Western Sahara,0
5670,Dakhla Airport,Dakhla,Western Sahara,0
5671,Mogador Airport,Essadouira,Morocco,0
5672,Hassan I Airport,El Aaiún,Western Sahara,0
5673,Nador International Airport,El Aroui,Morocco,0
5674,Praia International Airport,"Praia, Santiago Island",Cape Verde,-1
5675,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,-1
5676,Baco Airport,Baco,Ethiopia,3
5677,Beica Airport,Beica,Ethiopia,3
5678,Combolcha Airport,Dessie,Ethiopia,3
5679,Dembidollo Airport,Dembidollo,Ethiopia,3
5680,Gode Airport,Gode,Ethiopia,3
5681,Gore Airport,Gore,Ethiopia,3
5682,Kabri Dehar Airport,Kabri Dehar,Ethiopia,3
5683,Mizan Teferi Airport,Mizan Teferi,Ethiopia,3
5684,Tippi Airport,Tippi,Ethiopia,3
5685,Alula Airport,Alula,Somalia,3
5686,Bosaso Airport,Bosaso,Somalia,3
5687,Aden Adde International Airport,Mogadishu,Somalia,3
5688,Galcaio Airport,Galcaio,Somalia,3
5689,Burao Airport,Burao,Somalia,3
5690,El Arish International Airport,El Arish,Egypt,2
5691,Assiut International Airport,Asyut,Egypt,2
5692,Amboseli Airport,Amboseli National Park,Kenya,3
5693,Lokichoggio Airport,Lokichoggio,Kenya,3
5694,Malindi Airport,Malindi,Kenya,3
5695,Nanyuki Airport,Nanyuki,Kenya,3
5696,Gardabya Airport,Sirt,Libya,2
5697,Gamal Abdel Nasser Airport,Tobruk,Libya,2
5698,Mitiga Airport,Tripoli,Libya,2
5699,La Abraq Airport,Al Bayda',Libya,2
5700,Atbara Airport,Atbara,Sudan,3
5701,Nyala Airport,Nyala,Sudan,3
5702,Port Sudan New International Airport,Port Sudan,Sudan,3
5703,Bukoba Airport,Bukoba,Tanzania,3
5704,Kigoma Airport,Kigoma,Tanzania,3
5705,Lindi Airport,Lindi,Tanzania,3
5706,Musoma Airport,Musoma,Tanzania,3
5707,Shinyanga Airport,Shinyanga,Tanzania,3
5708,Tabora Airport,Tabora,Tanzania,3
5709,Arua Airport,Arua,Uganda,3
5710,Gulu Airport,Gulu,Uganda,3
5711,Diu Airport,Diu,India,5.5
5714,Aberdeen Regional Airport,Aberdeen,United States,-6
5715,Southwest Georgia Regional Airport,Albany,United States,-5
5716,Athens Ben Epps Airport,Athens,United States,-5
5717,Alamogordo White Sands Regional Airport,Alamogordo,United States,-7
5718,Waterloo Regional Airport,Waterloo,United States,-6
5719,Walla Walla Regional Airport,Walla Walla,United States,-8
5720,Alpena County Regional Airport,Alpena,United States,-5
5721,Watertown Regional Airport,Watertown,United States,-6
5722,Bradford Regional Airport,Bradford,United States,-5
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,-7
5724,Raleigh County Memorial Airport,Beckley,United States,-5
5725,Brunswick Golden Isles Airport,Brunswick,United States,-5
5726,Southeast Iowa Regional Airport,Burlington,United States,-6
5727,Jack Mc Namara Field Airport,Crescent City,United States,-8
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,-6
5729,Chippewa County International Airport,Sault Ste Marie,United States,-5
5730,North Central West Virginia Airport,Clarksburg,United States,-5
5731,William R Fairchild International Airport,Port Angeles,United States,-8
5732,Houghton County Memorial Airport,Hancock,United States,-5
5733,Dodge City Regional Airport,Dodge City,United States,-6
5734,DuBois Regional Airport,Du Bois,United States,-5
5735,Chippewa Valley Regional Airport,Eau Claire,United States,-6
5736,Elko Regional Airport,Elko,United States,-8
5737,New Bedford Regional Airport,New Bedford,United States,-5
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,-5
5739,Wokal Field Glasgow International Airport,Glasgow,United States,-7
5740,Central Nebraska Regional Airport,Grand Island,United States,-6
5741,Memorial Field,Hot Springs,United States,-6
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,-5
5743,Kili Airport,Kili Island,Marshall Islands,12
5744,Kirksville Regional Airport,Kirksville,United States,-6
5745,Jamestown Regional Airport,Jamestown,United States,-6
5746,Laramie Regional Airport,Laramie,United States,-7
5747,Arnold Palmer Regional Airport,Latrobe,United States,-5
5748,North Platte Regional Airport Lee Bird Field,North Platte,United States,-6
5749,Lebanon Municipal Airport,Lebanon,United States,-5
5750,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,-8
5751,Lancaster Airport,Lancaster,United States,-5
5752,Lewistown Municipal Airport,Lewistown,United States,-7
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,-5
5754,Muskegon County Airport,Muskegon,United States,-5
5755,Frank Wiley Field,Miles City,United States,-7
5756,Northwest Alabama Regional Airport,Muscle Shoals,United States,-6
5757,Southwest Oregon Regional Airport,North Bend,United States,-8
5758,Owensboro Daviess County Airport,Owensboro,United States,-6
5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,-6
5760,Pocatello Regional Airport,Pocatello,United States,-7
5761,Pierre Regional Airport,Pierre,United States,-6
5762,Pellston Regional Airport of Emmet County Airport,Pellston,United States,-5
5763,Portsmouth International at Pease Airport,Portsmouth,United States,-5
5764,Reading Regional Carl A Spaatz Field,Reading,United States,-5
5765,Rhinelander Oneida County Airport,Rhinelander,United States,-6
5766,Southwest Wyoming Regional Airport,Rock Springs,United States,-7
5767,Rutland - Southern Vermont Regional Airport,Rutland,United States,-5
5768,San Luis County Regional Airport,San Luis Obispo,United States,-8
5769,Sheridan County Airport,Sheridan,United States,-7
5770,Adirondack Regional Airport,Saranac Lake,United States,-5
5771,Salina Municipal Airport,Salina,United States,-6
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,-8
5773,Tupelo Regional Airport,Tupelo,United States,-6
5774,Quincy Regional Baldwin Field,Quincy,United States,-6
5775,Victoria Regional Airport,Victoria,United States,-6
5776,Valdosta Regional Airport,Valdosta,United States,-5
5777,Worland Municipal Airport,Worland,United States,-7
5779,Yakima Air Terminal McAllister Field,Yakima,United States,-8
5780,Ercan International Airport,Nicosia,Cyprus,2
5781,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,1
5782,Île d'Yeu Airport,Île d'Yeu,France,1
5783,Angers-Loire Airport,Angers/Marcé,France,1
5786,La Môle Airport,La Môle,France,1
5787,Syros Airport,Syros Island,Greece,2
5788,Pécs-Pogány Airport,Pécs-Pogány,Hungary,1
5789,Győr-Pér International Airport,Győr,Hungary,1
5790,Sármellék International Airport,Sármellék,Hungary,1
5791,Aosta Airport,Aosta,Italy,1
5792,Salerno Costa d'Amalfi Airport,Salerno,Italy,1
5793,Corvo Airport,Corvo,Portugal,-1
5794,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,1
5795,Uşak Airport,Usak,Turkey,3
5796,Kars Airport,Kars,Turkey,3
5797,Şanlıurfa Airport,Sanliurfa,Turkey,3
5798,Kahramanmaraş Airport,Kahramanmaras,Turkey,3
5799,Ağrı Airport,Agri,Turkey,3
5800,Adıyaman Airport,Adiyaman,Turkey,3
5801,Süleyman Demirel International Airport,Isparta,Turkey,3
5802,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,3
5803,Samsun Çarşamba Airport,Samsun,Turkey,3
5806,Žilina Airport,Žilina,Slovakia,1
5807,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,-4
5808,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,-4
5809,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,-4
5810,Samaná El Catey International Airport,Samana,Dominican Republic,-4
5811,La Isabela International Airport,La Isabela,Dominican Republic,-4
5812,Puerto Barrios Airport,Puerto Barrios,Guatemala,-6
5813,Quezaltenango Airport,Quezaltenango,Guatemala,-6
5814,Utirik Airport,Utirik Island,Marshall Islands,12
5831,Ahuas Airport,Ahuas,Honduras,-6
5832,Puerto Lempira Airport,Puerto Lempira,Honduras,-6
5833,Mili Island Airport,Mili Island,Marshall Islands,12
5834,Captain Rogelio Castillo National Airport,Celaya,Mexico,-6
5835,Ciudad Constitución Airport,Ciudad Constitución,Mexico,-7
5836,Guerrero Negro Airport,Guerrero Negro,Mexico,-8
5837,El Lencero Airport,Jalapa,Mexico,-6
5838,Alonso Valderrama Airport,Chitré,Panama,-5
5839,Enrique Adolfo Jimenez Airport,Colón,Panama,-5
5840,Jaqué Airport,Jaqué,Panama,-5
5841,Captain Ramon Xatruch Airport,La Palma,Panama,-5
5842,Aerotortuguero Airport,Roxana,Costa Rica,-6
5843,Barra del Colorado Airport,Pococi,Costa Rica,-6
5844,Cabo Velas Airport,Nicoya,Costa Rica,-6
5845,Islita Airport,Nandayure,Costa Rica,-6
5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,-6
5848,Tobias Bolanos International Airport,San Jose,Costa Rica,-6
5849,(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,-6
5850,Jérémie Airport,Jeremie,Haiti,-5
5851,Port-de-Paix Airport,Port-de-Paix,Haiti,-5
5852,Cayo Coco Airport,Cayo Coco,Cuba,-5
5853,Alberto Delgado Airport,Trinidad,Cuba,-5
5856,Congo Town Airport,Andros,Bahamas,-5
5857,Arthur's Town Airport,Arthur's Town,Bahamas,-5
5858,New Bight Airport,Cat Island,Bahamas,-5
5859,Colonel Hill Airport,Colonel Hill,Bahamas,-5
5860,Nassau Paradise Island Airport,Nassau,Bahamas,-5
5861,Enua Airport,Atiu Island,Cook Islands,-10
5862,Mangaia Island Airport,Mangaia Island,Cook Islands,-10
5863,Manihiki Island Airport,Manihiki Island,Cook Islands,-10
5864,Mauke Airport,Mauke Island,Cook Islands,-10
5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,-10
5866,Tongareva Airport,Penrhyn Island,Cook Islands,-10
5867,Cicia Airport,Cicia,Fiji,12
5868,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,12
5869,Vunisea Airport,Vunisea,Fiji,12
5870,Mana Island Airport,Mana Island,Fiji,12
5871,Moala Airport,Moala,Fiji,12
5872,Ngau Airport,Ngau,Fiji,12
5873,Lakeba Island Airport,Lakeba Island,Fiji,12
5874,Labasa Airport,Lambasa,Fiji,12
5875,Matei Airport,Matei,Fiji,12
5876,Koro Island Airport,Koro Island,Fiji,12
5877,Rotuma Airport,Rotuma,Fiji,12
5878,Savusavu Airport,Savusavu,Fiji,12
5879,Kaufana Airport,Eua Island,Tonga,13
5880,Lifuka Island Airport,Lifuka,Tonga,13
5881,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,13
5882,Kuini Lavenia Airport,Niuatoputapu,Tonga,13
5883,Vanua Balavu Airport,Vanua Balavu,Fiji,12
5884,Niue International Airport,Alofi,Niue,-11
5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,12
5887,Maota Airport,Savaii Island,Samoa,13
5888,Apataki Airport,Apataki,French Polynesia,-10
5889,Ahe Airport,Ahe,French Polynesia,-10
5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,-9.5
5891,Ua Pou Airport,Ua Pou,French Polynesia,-9.5
5892,Ua Huka Airport,Ua Huka,French Polynesia,-9.5
5893,Mota Lava Airport,Ablow,Vanuatu,11
5894,Sola Airport,Sola,Vanuatu,11
5895,Torres Airstrip,Loh/Linua,Vanuatu,11
5896,Siwo Airport,Sangafa,Vanuatu,11
5897,Craig Cove Airport,Craig Cove,Vanuatu,11
5898,Longana Airport,Longana,Vanuatu,11
5899,Sara Airport,Pentecost Island,Vanuatu,11
5900,Tavie Airport,Paama Island,Vanuatu,11
5901,Lamap Airport,Lamap,Vanuatu,11
5902,Lamen Bay Airport,Lamen Bay,Vanuatu,11
5903,Maewo-Naone Airport,Maewo Island,Vanuatu,11
5904,Lonorore Airport,Lonorore,Vanuatu,11
5905,Norsup Airport,Norsup,Vanuatu,11
5906,Gaua Island Airport,Gaua Island,Vanuatu,11
5907,Redcliffe Airport,Redcliffe,Vanuatu,11
5908,Santo Pekoa International Airport,Santo,Vanuatu,11
5909,Tongoa Airport,Tongoa Island,Vanuatu,11
5910,Uléi Airport,Ambryn Island,Vanuatu,11
5911,Valesdir Airport,Valesdir,Vanuatu,11
5912,Southwest Bay Airport,Malekula Island,Vanuatu,11
5913,North West Santo Airport,Olpoi,Vanuatu,11
5914,Aneityum Airport,Anelghowhat,Vanuatu,11
5915,Aniwa Airport,Aniwa,Vanuatu,11
5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,11
5917,Futuna Airport,Futuna Island,Vanuatu,11
5918,Ipota Airport,Ipota,Vanuatu,11
5919,Tiga Airport,Tiga,New Caledonia,11
5920,Île Art - Waala Airport,Waala,New Caledonia,11
5921,Île des Pins Airport,Île des Pins,New Caledonia,11
5922,Fayzabad Airport,Faizabad,Afghanistan,4.5
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,3
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,3
5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,3
5927,Khoram Abad Airport,Khorram Abad,Iran,3.5
5928,Bam Airport,Bam,Iran,3.5
5929,Rafsanjan Airport,Rafsanjan,Iran,3.5
5930,Bojnord Airport,Bojnourd,Iran,3.5
5931,Sabzevar National Airport,Sabzevar,Iran,3.5
5932,Noshahr Airport,Noshahr,Iran,3.5
5933,Dasht-e Naz Airport,Dasht-e-naz,Iran,3.5
5934,Lar Airport,Lar,Iran,3.5
5935,Ardabil Airport,Ardabil,Iran,3.5
5936,Urmia Airport,Uromiyeh,Iran,3.5
5937,Al Ain International Airport,Al Ain,United Arab Emirates,4
5938,Bannu Airport,Bannu,Pakistan,5
5939,Bahawalpur Airport,Bahawalpur,Pakistan,5
5940,Chitral Airport,Chitral,Pakistan,5
5941,Dalbandin Airport,Dalbandin,Pakistan,5
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,5
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,5
5944,Jiwani Airport,Jiwani,Pakistan,5
5945,Hyderabad Airport,Hyderabad,Pakistan,5
5946,Khuzdar Airport,Khuzdar,Pakistan,5
5947,Ormara Airport,Ormara Raik,Pakistan,5
5948,Parachinar Airport,Parachinar,Pakistan,5
5949,Skardu Airport,Skardu,Pakistan,5
5950,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,5
5951,Turbat International Airport,Turbat,Pakistan,5
5952,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,3
5953,Kamishly Airport,Kamishly,Syria,2
5954,Sayun International Airport,Sayun Intl,Yemen,3
5959,Adak Airport,Adak Island,United States,-10
5960,Gustavus Airport,Gustavus,United States,-9
5961,Skagway Airport,Skagway,United States,-9
5962,Holy Cross Airport,Holy Cross,United States,-9
5963,Haines Airport,Haines,United States,-9
5964,Kalskag Airport,Kalskag,United States,-9
5965,McGrath Airport,Mcgrath,United States,-9
5966,Mountain Village Airport,Mountain Village,United States,-9
5967,Aniak Airport,Aniak,United States,-9
5968,Chevak Airport,Chevak,United States,-9
5969,Wrangell Airport,Wrangell,United States,-9
5982,Balimo Airport,Balimo,Papua New Guinea,10
5986,Baimuru Airport,Baimuru,Papua New Guinea,10
5989,Kalaupapa Airport,Molokai,United States,-10
5990,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,12
5991,Matsu Nangan Airport,Matsu Islands,Taiwan,8
5992,Hengchun Airport,Hengchun,Taiwan,8
5993,Matsu Beigan Airport,Matsu Islands,Taiwan,8
5994,Kushiro Airport,Kushiro,Japan,9
5995,Okadama Airport,Sapporo,Japan,9
5996,Saga Airport,Saga,Japan,9
5997,Nagoya Airport,Nagoya,Japan,9
5998,Iwami Airport,Iwami,Japan,9
5999,Fukushima Airport,Fukushima,Japan,9
