id_aero,nom_aero,ville_aero,gmt_aero
3512,Edwards Air Force Base,Edwards Afb,-8
3513,Lake Charles Regional Airport,Lake Charles,-6
3514,Ellison Onizuka Kona International At Keahole Airport,Kona,-10
3515,Myrtle Beach International Airport,Myrtle Beach,-5
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,-8
3517,Nantucket Memorial Airport,Nantucket,-5
3518,Felker Army Air Field,Fort Eustis,-5
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,-6
3520,Ronald Reagan Washington National Airport,Washington,-5
3521,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,-5
3522,Palacios Municipal Airport,Palacios,-6
3523,Arkansas International Airport,Blytheville,-6
3524,Atlantic City International Airport,Atlantic City,-5
3525,Tinker Air Force Base,Oklahoma City,-6
3526,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,-5
3527,Pueblo Memorial Airport,Pueblo,-7
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,-5
3530,Gray Army Air Field,Fort Lewis,-8
3531,Kodiak Airport,Kodiak,-9
3532,Upolu Airport,Opolu,-10
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,-5
3534,Muskogee-Davis Regional Airport,Muskogee,-6
3535,Falls International Airport,International Falls,-6
3536,Salt Lake City International Airport,Salt Lake City,-7
3537,Childress Municipal Airport,Childress,-6
3538,Keesler Air Force Base,Biloxi,-6
3539,Lawson Army Air Field (Fort Benning),Fort Benning,-5
3540,Kingsville Naval Air Station,Kingsville,-6
3541,Marshall Army Air Field,Fort Riley,-6
3542,Harrisburg International Airport,Harrisburg,-5
3543,Lincoln Airport,Lincoln,-6
3544,Capital City Airport,Lansing,-5
3545,Waimea Kohala Airport,Kamuela,-10
3546,Massena International Richards Field,Massena,-5
3547,Hickory Regional Airport,Hickory,-5
3548,Albert Whitted Airport,St. Petersburg,-5
3549,Page Field,Fort Myers,-5
3550,George Bush Intercontinental Houston Airport,Houston,-6
3551,Millinocket Municipal Airport,Millinocket,-5
3552,Joint Base Andrews,Camp Springs,-5
3553,Smith Reynolds Airport,Winston-salem,-5
3554,Southern California Logistics Airport,Victorville,-8
3555,Bob Sikes Airport,Crestview,-6
3556,Wheeler Sack Army Air Field,Fort Drum,-5
3557,St Clair County International Airport,Port Huron,-5
3558,Meadows Field,Bakersfield,-8
3559,El Paso International Airport,El Paso,-7
3560,Valley International Airport,Harlingen,-6
3561,Columbia Metropolitan Airport,Columbia,-5
3562,Davis Monthan Air Force Base,Tucson,-7
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,-6
3564,Pensacola Regional Airport,Pensacola,-6
3565,Grand Forks Air Force Base,Red River,-6
3566,William P Hobby Airport,Houston,-6
3567,Buckley Air Force Base,Buckley,-7
3568,Northway Airport,Northway,-9
3569,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,-9
3570,Pittsburgh International Airport,Pittsburgh,-5
3571,Wiley Post Will Rogers Memorial Airport,Barrow,-9
3572,Ellington Airport,Houston,-6
3573,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,-8
3574,Alice International Airport,Alice,-6
3575,Moody Air Force Base,Valdosta,-5
3576,Miami International Airport,Miami,-5
3577,Seattle Tacoma International Airport,Seattle,-8
3578,Lovell Field,Chattanooga,-5
3579,Igor I Sikorsky Memorial Airport,Stratford,-5
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,-6
3581,Scholes International At Galveston Airport,Galveston,-6
3582,Long Beach /Daugherty Field/ Airport,Long Beach,-8
3583,Dillingham Airfield,Dillingham,-10
3584,Williamsport Regional Airport,Williamsport,-5
3585,Indianapolis International Airport,Indianapolis,-5
3586,Whiteman Air Force Base,Knobnoster,-6
3587,Akron Fulton International Airport,Akron,-5
3588,Greenwood–Leflore Airport,Greenwood,-6
3589,Westchester County Airport,White Plains,-5
3590,Francis S Gabreski Airport,West Hampton Beach,-5
3591,Jonesboro Municipal Airport,Jonesboro,-6
3592,Tonopah Test Range Airport,Tonopah,-8
3593,Palm Beach County Park Airport,West Palm Beach,-5
3594,North Island Naval Air Station-Halsey Field,San Diego,-8
3595,Biggs Army Air Field (Fort Bliss),El Paso,-7
3596,Yuma MCAS/Yuma International Airport,Yuma,-7
3597,Cavern City Air Terminal,Carlsbad,-7
3598,Duluth International Airport,Duluth,-6
3599,Bethel Airport,Bethel,-9
3600,Bowman Field,Louisville,-5
3601,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,-7
3602,Lihue Airport,Lihue,-10
3603,"Terre Haute Regional Airport, Hulman Field",Terre Haute,-5
3604,Havre City County Airport,Havre,-7
3605,Grant County International Airport,Grant County Airport,-8
3606,Edward F Knapp State Airport,Montpelier,-5
3607,San Nicolas Island Nolf Airport,San Nicolas Island,-8
3608,Richmond International Airport,Richmond,-5
3609,Shreveport Regional Airport,Shreveport,-6
3610,Merle K (Mudhole) Smith Airport,Cordova,-9
3611,Norfolk International Airport,Norfolk,-5
3612,Southeast Texas Regional Airport,Beaumont,-6
3613,Savannah Hilton Head International Airport,Savannah,-5
3614,Hill Air Force Base,Ogden,-7
3615,Nome Airport,Nome,-9
3616,Scappoose Industrial Airpark,San Luis,-8
3617,St Petersburg Clearwater International Airport,St. Petersburg,-5
3618,Menominee Regional Airport,Macon,-6
3619,Conroe-North Houston Regional Airport,Conroe,-6
3620,Deadhorse Airport,Deadhorse,-9
3621,San Antonio International Airport,San Antonio,-6
3622,Greater Rochester International Airport,Rochester,-5
3623,Patrick Air Force Base,Coco Beach,-5
3624,Teterboro Airport,Teterboro,-5
3625,Ellsworth Air Force Base,Rapid City,-7
3626,Raleigh Durham International Airport,Raleigh-durham,-5
3627,James M Cox Dayton International Airport,Dayton,-5
3628,Kenai Municipal Airport,Kenai,-9
3629,Mc Alester Regional Airport,Mcalester,-6
3630,Niagara Falls International Airport,Niagara Falls,-5
3631,Coulter Field,Bryan,-6
3632,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,-5
3633,Newport News Williamsburg International Airport,Newport News,-5
3634,Esler Regional Airport,Alexandria,-6
3635,Altus Air Force Base,Altus,-6
3636,Tucson International Airport,Tucson,-7
3637,Minot Air Force Base,Minot,-6
3638,Beale Air Force Base,Marysville,-8
3639,Greater Kankakee Airport,Kankakee,-6
3640,Seymour Johnson Air Force Base,Goldsboro,-5
3641,Theodore Francis Green State Airport,Providence,-5
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,-5
3643,Rancho Murieta Airport,Rancho Murieta,-8
3644,Bob Hope Airport,Burbank,-8
3645,Detroit Metropolitan Wayne County Airport,Detroit,-5
3646,Tampa International Airport,Tampa,-5
3647,Pembina Municipal Airport,Pembina,-6
3648,Polk Army Air Field,Fort Polk,-6
3649,Eielson Air Force Base,Fairbanks,-9
3650,Range Regional Airport,Hibbing,-6
3651,Angelina County Airport,Lufkin,-6
3652,Midland International Airport,Midland,-6
3653,Austin Straubel International Airport,Green Bay,-6
3654,Ardmore Municipal Airport,Ardmore,-6
3655,Mc Guire Air Force Base,Wrightstown,-5
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,-5
3657,Emanuel County Airport,Santa Barbara,-5
3658,Augusta Regional At Bush Field,Bush Field,-5
3659,Sloulin Field International Airport,Williston,-6
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,-6
3661,Stewart International Airport,Newburgh,-5
3662,Baudette International Airport,Baudette,-6
3663,Sacramento Executive Airport,Sacramento,-8
3664,Homer Airport,Homer,-9
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,-6
3666,Dobbins Air Reserve Base,Marietta,-5
3667,Fairchild Air Force Base,Spokane,-8
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,-5
3669,Tyndall Air Force Base,Panama City,-6
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,-6
3671,Melbourne International Airport,Melbourne,-5
3672,McChord Air Force Base,Tacoma,-8
3673,Austin Bergstrom International Airport,Austin,-6
3674,Rickenbacker International Airport,Columbus,-5
3675,Sawyer International Airport,Gwinn,-5
3676,McGhee Tyson Airport,Knoxville,-5
3677,Hood Army Air Field,Fort Hood,-6
3678,St Louis Lambert International Airport,St. Louis,-6
3679,Millville Municipal Airport,Millville,-5
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,-6
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,-5
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,-5
3683,Castle Airport,Merced,-8
3684,Mc Clellan Airfield,Sacramento,-8
3685,Gerald R. Ford International Airport,Grand Rapids,-5
3686,Winkler County Airport,Wink,-6
3687,Fresno Yosemite International Airport,Fresno,-8
3688,Vero Beach Regional Airport,Vero Beach,-5
3689,Imperial County Airport,Imperial,-8
3690,Nashville International Airport,Nashville,-6
3691,Laredo International Airport,Laredo,-6
3692,Elmendorf Air Force Base,Anchorage,-9
3693,Ralph Wien Memorial Airport,Kotzebue,-9
3694,Altoona Blair County Airport,Altoona,-5
3695,Dyess Air Force Base,Abilene,-6
3696,South Arkansas Regional At Goodwin Field,El Dorado,-6
3697,La Guardia Airport,New York,-5
3698,Tallahassee Regional Airport,Tallahassee,-5
3699,Dupage Airport,West Chicago,-6
3700,Waco Regional Airport,Waco,-6
3701,Augusta State Airport,Augusta,-5
3702,Hillsboro Municipal Airport,Hillsboro,-6
3703,Jacksonville Naval Air Station (Towers Field),Jacksonville,-5
3704,McKellar-Sipes Regional Airport,Jackson,-6
3705,Molokai Airport,Molokai,-10
3706,Godman Army Air Field,Fort Knox,-5
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,-5
3708,San Angelo Regional Mathis Field,San Angelo,-6
3709,Calexico International Airport,Calexico,-8
3710,Chico Municipal Airport,Chico,-8
3711,Burlington International Airport,Burlington,-5
3712,Jacksonville International Airport,Jacksonville,-5
3713,Durango La Plata County Airport,Durango,-7
3714,Washington Dulles International Airport,Washington,-5
3715,Easterwood Field,College Station,-6
3716,Felts Field,Spokane,-8
3717,General Mitchell International Airport,Milwaukee,-6
3718,Abilene Regional Airport,Abilene,-6
3719,Columbia Regional Airport,Columbia,-6
3720,Portland International Airport,Portland,-8
3721,Dade Collier Training and Transition Airport,Miami,-5
3722,Palm Beach International Airport,West Palm Beach,-5
3723,Fort Worth Meacham International Airport,Fort Worth,-6
3724,Ogdensburg International Airport,Ogdensburg,-5
3725,Cape Cod Coast Guard Air Station,Falmouth,-5
3726,Boeing Field King County International Airport,Seattle,-8
3727,Lackland Air Force Base,San Antonio,-6
3728,Daniel K Inouye International Airport,Honolulu,-10
3729,Des Moines International Airport,Des Moines,-6
3730,Coastal Carolina Regional Airport,New Bern,-5
3731,San Diego International Airport,San Diego,-8
3732,Monroe Regional Airport,Monroe,-6
3733,Shaw Air Force Base,Sumter,-5
3734,Ontario International Airport,Ontario,-8
3735,Majors Airport,Greenvile,-6
3736,Roswell International Air Center Airport,Roswell,-7
3737,Coleman A. Young Municipal Airport,Detroit,-5
3738,Brownsville South Padre Island International Airport,Brownsville,-6
3739,Dothan Regional Airport,Dothan,-6
3740,Cape May County Airport,Wildwood,-5
3741,Fallon Naval Air Station,Fallon,-8
3742,Selfridge Air National Guard Base Airport,Mount Clemens,-5
3743,Four Corners Regional Airport,Farmington,-7
3744,Corpus Christi International Airport,Corpus Christi,-6
3745,Syracuse Hancock International Airport,Syracuse,-5
3746,Naval Air Station Key West/Boca Chica Field,Key West,-5
3747,Chicago Midway International Airport,Chicago,-6
3748,Norman Y. Mineta San Jose International Airport,San Jose,-8
3749,Lea County Regional Airport,Hobbs,-7
3750,Northeast Philadelphia Airport,Philadelphia,-5
3751,Denver International Airport,Denver,-7
3752,Philadelphia International Airport,Philadelphia,-5
3753,Sioux Gateway Col. Bud Day Field,Sioux City,-6
3754,Middle Georgia Regional Airport,Macon,-5
3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,-7
3756,Palmdale Regional/USAF Plant 42 Airport,Palmdale,-8
3757,Randolph Air Force Base,San Antonio,-6
3758,El Centro NAF Airport (Vraciu Field),El Centro,-8
3759,John Glenn Columbus International Airport,Columbus,-5
3760,Drake Field,Fayetteville,-6
3761,Henry Post Army Air Field (Fort Sill),Fort Sill,-6
3762,Princeton Municipal Airport,Princeton,-6
3763,Wright-Patterson Air Force Base,Dayton,-5
3764,Edward G. Pitka Sr Airport,Galena,-9
3765,Chandler Municipal Airport,Chandler,-7
3766,Mineral Wells Airport,Mineral Wells,-6
3767,Mc Connell Air Force Base,Wichita,-6
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,-6
3769,Beaufort County Airport,Beaufort,-5
3770,Texarkana Regional Webb Field,Texarkana,-6
3771,Plattsburgh International Airport,Plattsburgh,-5
3772,Phillips Army Air Field,Aberdeen,-5
3773,Tucumcari Municipal Airport,Tucumcari,-7
3774,Ted Stevens Anchorage International Airport,Anchorage,-9
3775,Robert Gray  Army Air Field Airport,Killeen,-6
3776,Black Rock Airport,Zuni Pueblo,-7
3777,Bellingham International Airport,Bellingham,-8
3778,Millington-Memphis Airport,Millington,-6
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,-5
3780,Hartford Brainard Airport,Hartford,-5
3781,North Central State Airport,Smithfield,-5
3782,Mobile Regional Airport,Mobile,-6
3783,Moffett Federal Airfield,Mountain View,-8
3784,Santa Fe Municipal Airport,Santa Fe,-7
3785,Barking Sands Airport,Barking Sands,-10
3786,Beauregard Regional Airport,Deridder,-6
3787,Bradshaw Army Airfield,Bradshaw Field,-10
3788,Nogales International Airport,Nogales,-7
3789,Mac Dill Air Force Base,Tampa,-5
3790,Scott AFB/Midamerica Airport,Belleville,-6
3791,Opa-locka Executive Airport,Miami,-5
3792,Del Rio International Airport,Del Rio,-6
3793,Southwest Florida International Airport,Fort Myers,-5
3794,King Salmon Airport,King Salmon,-9
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,-5
3796,Kapalua Airport,Lahania-kapalua,-10
3797,John F Kennedy International Airport,New York,-5
3798,Homestead ARB Airport,Homestead,-5
3799,Riverside Municipal Airport,Riverside,-8
3800,Sherman Army Air Field,Fort Leavenworth,-6
3801,Wallops Flight Facility Airport,Wallops Island,-5
3802,Holloman Air Force Base,Alamogordo,-7
3803,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,-5
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,-7
3805,Stockton Metropolitan Airport,Stockton,-8
3806,Charleston Air Force Base-International Airport,Charleston,-5
3807,Reno Tahoe International Airport,Reno,-8
3808,Ketchikan International Airport,Ketchikan,-9
3809,Willow Run Airport,Detroit,-5
3810,Vandenberg Air Force Base,Lompoc,-8
3811,Birmingham-Shuttlesworth International Airport,Birmingham,-6
3812,Lakehurst Maxfield Field Airport,Lakehurst,-5
3813,Eareckson Air Station,Shemya,-10
3814,Nellis Air Force Base,Las Vegas,-8
3815,March ARB Airport,Riverside,-8
3816,Modesto City Co-Harry Sham Field,Modesto,-8
3817,Sacramento International Airport,Sacramento,-8
3818,Waukegan National Airport,Chicago,-6
3819,City of Colorado Springs Municipal Airport,Colorado Springs,-7
3820,Buffalo Niagara International Airport,Buffalo,-5
3821,Griffing Sandusky Airport,Sandusky,-5
3822,Snohomish County (Paine Field) Airport,Everett,-8
3823,Mountain Home Air Force Base,Mountain Home,-7
3824,Cedar City Regional Airport,Cedar City,-7
3825,Bradley International Airport,Windsor Locks,-5
3826,Mc Allen Miller International Airport,Mcallen,-6
3827,Norfolk Naval Station (Chambers Field),Norfolk,-5
3828,Westover ARB/Metropolitan Airport,Chicopee Falls,-5
3829,Lubbock Preston Smith International Airport,Lubbock,-6
3830,Chicago O'Hare International Airport,Chicago,-6
3831,Boca Raton Airport,Boca Raton,-5
3832,Fairbanks International Airport,Fairbanks,-9
3833,Quantico MCAF /Turner field,Quantico,-5
3834,Cannon Air Force Base,Clovis,-7
3835,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,-10
3836,Offutt Air Force Base,Omaha,-6
3837,Gulkana Airport,Gulkana,-9
3838,Watertown International Airport,Watertown,-5
3839,Palm Springs International Airport,Palm Springs,-8
3840,Rick Husband Amarillo International Airport,Amarillo,-6
3841,Fort Dodge Regional Airport,Fort Dodge,-6
3842,Barksdale Air Force Base,Shreveport,-6
3843,Topeka Regional Airport - Forbes Field,Topeka,-6
3844,Cotulla-La Salle County Airport,Cotulla,-6
3845,Wilmington International Airport,Wilmington,-5
3846,Baton Rouge Metropolitan Airport,Baton Rouge,-6
3847,Meridian Naval Air Station,Meridian,-6
3848,Tyler Pounds Regional Airport,Tyler,-6
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,-5
3850,Hobart Regional Airport,Hobart,-6
3851,Lanai Airport,Lanai,-10
3852,Alexandria International Airport,Alexandria,-6
3853,Condron Army Air Field,White Sands,-7
3854,Cold Bay Airport,Cold Bay,-9
3855,Tulsa International Airport,Tulsa,-6
3856,Sitka Rocky Gutierrez Airport,Sitka,-9
3857,Long Island Mac Arthur Airport,Islip,-5
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,-6
3859,New Castle Airport,Wilmington,-5
3860,Unalaska Airport,Unalaska,-9
3861,Louis Armstrong New Orleans International Airport,New Orleans,-6
3862,Portland International Jetport Airport,Portland,-5
3863,Will Rogers World Airport,Oklahoma City,-6
3864,Albany International Airport,Albany,-5
3865,Valdez Pioneer Field,Valdez,-9
3866,Langley Air Force Base,Hampton,-5
3867,John Wayne Airport-Orange County Airport,Santa Ana,-8
3868,Columbus Air Force Base,Colombus,-6
3869,Kendall-Tamiami Executive Airport,Kendall-tamiami,-5
3870,Oceana Naval Air Station,Oceana,-5
3871,Grissom Air Reserve Base,Peru,-5
3872,Casper-Natrona County International Airport,Casper,-7
3873,Destin-Ft Walton Beach Airport,Valparaiso,-6
3874,Craig Field,Selma,-6
3875,Key West International Airport,Key West,-5
3876,Charlotte Douglas International Airport,Charlotte,-5
3877,McCarran International Airport,Las Vegas,-8
3878,Orlando International Airport,Orlando,-5
3879,Florence Regional Airport,Florence,-5
3880,Great Falls International Airport,Great Falls,-7
3881,Youngstown Warren Regional Airport,Youngstown,-5
3882,Ladd AAF Airfield,Fort Wainwright,-9
3883,Mc Minnville Municipal Airport,Mackminnville,-8
3884,Robins Air Force Base,Macon,-5
3885,Suvarnabhumi Airport,Bangkok,7
3886,Naha Airport,Naha,8
3887,Andi Jemma Airport,Masamba,8
3888,Soroako Airport,Soroako,8
3889,Pongtiku Airport,Makale,8
3890,Wolter Monginsidi Airport,Kendari,8
3891,Maimun Saleh Airport,Sabang,7
3892,Cibeureum Airport,Tasikmalaya,7
3893,Iswahyudi Airport,Madiun,7
3894,Abdul Rachman Saleh Airport,Malang,7
3895,Budiarto Airport,Tangerang,7
3896,Husein Sastranegara International Airport,Bandung,7
3897,Penggung Airport,Cirebon,7
3898,Adi Sutjipto International Airport,Yogyakarta,7
3899,Tunggul Wulung Airport,Cilacap,7
3900,Pondok Cabe Air Base,Jakarta,7
3901,Achmad Yani Airport,Semarang,7
3903,Hang Nadim International Airport,Batam,7
3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,7
3905,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,7
3906,Raja Haji Fisabilillah International Airport,Tanjung Pinang,7
3907,Dabo Airport,Singkep,7
3908,Syamsudin Noor Airport,Banjarmasin,8
3909,Batu Licin Airport,Batu Licin,8
3910,Iskandar Airport,Pangkalan Bun,7
3911,Tjilik Riwut Airport,Palangkaraya,7
3913,Maumere(Wai Oti) Airport,Maumere,8
3914,Ende (H Hasan Aroeboesman) Airport,Ende,8
3915,Frans Sales Lega Airport,Ruteng,8
3916,El Tari Airport,Kupang,8
3917,Komodo Airport,Labuhan Bajo,8
3919,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,8
3920,Juwata Airport,Taraken,8
3921,Temindung Airport,Samarinda,8
3922,Tanjung Santan Airport,Tanjung Santan,8
3923,Selaparang Airport,Mataram,8
3924,Muhammad Salahuddin Airport,Bima,8
3927,Umbu Mehang Kunda Airport,Waingapu,8
3928,Juanda International Airport,Surabaya,7
3929,Adi Sumarmo Wiryokusumo Airport,Solo City,7
3930,Incheon International Airport,Seoul,9
3931,Chiang Mai International Airport,Chiang Mai,7
3932,Chiang Rai International Airport,Chiang Rai,7
3933,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,7
3935,Nakhon Ratchasima Airport,Nakhon Ratchasima,7
3936,Nakhon Phanom Airport,Nakhon Phanom,7
3937,Ubon Ratchathani Airport,Ubon Ratchathani,7
3938,Khon Kaen Airport,Khon Kaen,7
3939,Sukhothai Airport,Sukhothai,7
3940,Ngurah Rai (Bali) International Airport,Denpasar,8
3941,Eleftherios Venizelos International Airport,Athens,2
3942,Chubu Centrair International Airport,Nagoya,9
3943,Kobe Airport,Kobe,9
3944,Pullman Moscow Regional Airport,Pullman,-8
3945,Lewiston Nez Perce County Airport,Lewiston,-8
3946,Elmira Corning Regional Airport,Elmira,-5
3947,Ithaca Tompkins Regional Airport,Ithaca,-5
3948,Monterey Peninsula Airport,Monterey,-8
3949,Santa Barbara Municipal Airport,Santa Barbara,-8
3950,Daytona Beach International Airport,Daytona Beach,-5
3952,Liepāja International Airport,Liepaja,2
3953,Riga International Airport,Riga,2
3954,Šiauliai International Airport,Siauliai,2
3955,Barysiai Airport,Barysiai,2
3956,Kaunas International Airport,Kaunas,2
3957,S. Darius and S. Girėnas Airfield,Kaunas,2
3958,Palanga International Airport,Palanga,2
3959,Vilnius International Airport,Vilnius,2
3960,Panevėžys Air Base,Panevezys,2
3962,Erebuni Airport,Yerevan,4
3963,Stepanavan Airport,Stepanavan,4
3964,Zvartnots International Airport,Yerevan,4
3965,Gyumri Shirak Airport,Gyumri,4
3966,Assab International Airport,Assab,3
3967,Asmara International Airport,Asmara,3
3968,Massawa International Airport,Massawa,3
3969,Yasser Arafat International Airport,Gaza,2
3971,Batumi International Airport,Batumi,4
3972,Kopitnari Airport,Kutaisi,4
3973,Tbilisi International Airport,Tbilisi,4
3974,Mukalla International Airport,Mukalla,3
3975,Ta'izz International Airport,Taiz,3
3976,Hodeidah International Airport,Hodeidah,3
3977,Aden International Airport,Aden,3
3978,Ataq Airport,Ataq,3
3979,Al Ghaidah International Airport,Al Ghaidah Intl,3
3980,Sana'a International Airport,Sanaa,3
3982,Beihan Airport,Beihan,3
3984,Socotra International Airport,Socotra,3
3985,Al Badie Airport,Al Badie,3
3986,Memmingen Allgau Airport,Memmingen,1
3987,Nevşehir Kapadokya Airport,Nevsehir,3
3988,Ministro Pistarini International Airport,Buenos Aires,-3
3989,Erbil International Airport,Erbil,3
3990,Emerald Airport,Emerald,10
3991,Athen Helenikon Airport,Athens,2
3992,Kansai International Airport,Osaka,9
3993,Downtown-Manhattan/Wall St Heliport,New York,-5
3994,Tagbilaran Airport,Tagbilaran,8
3995,Ilulissat Airport,Ilulissat,-3
3996,Qasigiannguit Heliport,Qasigiannguit,-3
3997,Aasiaat Airport,Aasiaat,-3
3998,Palma De Mallorca Airport,Palma de Mallorca,1
3999,Darwin International Airport,Darwin,9.5
4000,Surat Thani Airport,Surat Thani,7
4004,Talkeetna Airport,Talkeetna,-9
4005,Xewkija Heliport,Gozo,1
4006,Tweed New Haven Airport,New Haven,-5
4007,Asheville Regional Airport,Asheville,-5
4008,Piedmont Triad International Airport,Greensboro,-5
4009,Joe Foss Field Airport,Sioux Falls,-6
4010,Ayers Rock Connellan Airport,Uluru,9.5
4011,Manchester-Boston Regional Airport,Manchester NH,-5
4012,Naples Municipal Airport,Naples,-5
4013,LTS Pulau Redang Airport,Redang,8
4014,Louisville International Standiford Field,Louisville,-5
4015,Charlottesville Albemarle Airport,Charlottesville VA,-5
4016,Roanoke–Blacksburg Regional Airport,Roanoke VA,-5
4017,Blue Grass Airport,Lexington KY,-5
4018,Evansville Regional Airport,Evansville,-6
4019,Albuquerque International Sunport,Albuquerque,-7
4020,Gallatin Field,Bozeman,-7
4021,Billings Logan International Airport,Billings,-7
4022,Bert Mooney Airport,Butte,-7
4023,Cherry Capital Airport,Traverse City,-5
4024,Mundo Maya International Airport,Flores,-6
4025,Hancock County-Bar Harbor Airport,Bar Harbor,-5
4026,Knox County Regional Airport,Rockland,-5
4027,Jackson Hole Airport,Jacksn Hole,-7
4028,Chicago Rockford International Airport,Rockford,-6
4029,Domodedovo International Airport,Moscow,3
4030,Sanya Phoenix International Airport,Sanya,8
4031,Milford Sound Airport,Milford Sound,12
4033,Lijiang Airport,Lijiang,8
4034,Greenville Spartanburg International Airport,Greenville,-5
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,-6
4038,Gulfport Biloxi International Airport,Gulfport,-6
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,-5
4040,Toledo Express Airport,Toledo,-5
4041,Fort Wayne International Airport,Fort Wayne,-5
4042,Decatur Airport,Decatur,-6
4043,The Eastern Iowa Airport,Cedar Rapids,-6
4044,La Crosse Municipal Airport,La Crosse,-6
4045,Central Wisconsin Airport,Wassau,-6
4046,General Wayne A. Downing Peoria International Airport,Peoria,-6
4047,Appleton International Airport,Appleton,-6
4048,Rochester International Airport,Rochester,-6
4049,University of Illinois Willard Airport,Champaign,-6
4050,Manhattan Regional Airport,Manhattan,-6
4051,Kingscote Airport,Kingscote,9.5
4052,Hervey Bay Airport,Hervey Bay,10
4054,Dali Airport,Dali,8
4056,Mulu Airport,Mulu,8
4057,Sharm El Sheikh International Airport,Sharm El Sheikh,2
4058,Venango Regional Airport,Franklin,-5
4059,Jomo Kenyatta International Airport,Nairobi,3
4060,Seronera Airport,Seronera,3
4061,El Calafate Airport,El Calafate,-3
4062,Armidale Airport,Armidale,10
4063,Grand Junction Regional Airport,Grand Junction,-7
4064,St George Municipal Airport,Saint George,-7
4065,David Wayne Hooks Memorial Airport,Houston,-6
4066,Port O'Connor Private Heliport,Port O\'Connor,-6
4067,Sarasota Bradenton International Airport,Sarasota,-5
4069,L.F. Wade International International Airport,Bermuda,-4
4071,Van Nuys Airport,Van Nuys,-8
4072,Quad City International Airport,Moline,-6
4073,Panama City-Bay Co International Airport,Panama City,-6
4074,Honiara International Airport,Honiara,11
4075,Faa'a International Airport,Papeete,-10
4076,Nauru International Airport,Nauru,12
4077,Funafuti International Airport,Funafuti,12
4078,Tolmachevo Airport,Novosibirsk,7
4080,Samsø Airport,Samsoe,1
4081,Xieng Khouang Airport,Phon Savan,7
4083,Bismarck Municipal Airport,Bismarck,-6
4084,Telluride Regional Airport,Telluride,-7
4085,Yinchuan Airport,Yinchuan,8
4086,Mae Hong Son Airport,Mae Hong Son,7
4087,Rapid City Regional Airport,Rapid City,-7
4088,Mc Clellan-Palomar Airport,Carlsbad,-8
4089,Bishop International Airport,Flint,-5
4090,Francisco Bangoy International Airport,Davao,8
4091,Madeira Airport,Funchal,0
4092,Maestro Wilson Fonseca Airport,Santarem,-3
4093,Sihanoukville International Airport,Sihanoukville,7
4094,Ekati Airport,Ekati,-7
4095,Hawke's Bay Airport,NAPIER,12
4096,Levuka Airfield,Levuka,12
4097,Lhasa Gonggar Airport,Lhasa,8
4098,Redding Municipal Airport,Redding,-8
4099,Mahlon Sweet Field,Eugene,-8
4100,Idaho Falls Regional Airport,Idaho Falls,-7
4101,Rogue Valley International Medford Airport,Medford,-8
4102,Kaikoura Airport,Kaikoura,12
4103,Roberts Field,Redmond-Bend,-8
4104,Picton Aerodrome,Picton,12
4105,Hosea Kutako International Airport,Windhoek,1
4106,Victoria Harbour Seaplane Base,Victoria,-8
4107,Coal Harbour Seaplane Base,Vancouver,-8
