id_aero,nom_aero,ville_aero,gmt_aero
1,Goroka Airport,Goroka,10
2,Madang Airport,Madang,10
3,Mount Hagen Kagamuga Airport,Mount Hagen,10
4,Nadzab Airport,Nadzab,10
5,Port Moresby Jacksons International Airport,Port Moresby,10
6,Wewak International Airport,Wewak,10
7,Narsarsuaq Airport,Narssarssuaq,-3
8,Godthaab / Nuuk Airport,Godthaab,-3
9,Kangerlussuaq Airport,Sondrestrom,-3
10,Thule Air Base,Thule,-4
11,Akureyri Airport,Akureyri,0
12,Egilsstaðir Airport,Egilsstadir,0
13,Hornafjörður Airport,Hofn,0
14,Húsavík Airport,Husavik,0
15,Ísafjörður Airport,Isafjordur,0
16,Keflavik International Airport,Keflavik,0
17,Patreksfjörður Airport,Patreksfjordur,0
18,Reykjavik Airport,Reykjavik,0
19,Siglufjörður Airport,Siglufjordur,0
20,Vestmannaeyjar Airport,Vestmannaeyjar,0
21,Sault Ste Marie Airport,Sault Sainte Marie,-5
22,Winnipeg / St. Andrews Airport,Winnipeg,-6
23,Halifax / CFB Shearwater Heliport,Halifax,-4
24,St. Anthony Airport,St. Anthony,-3.5
25,Tofino / Long Beach Airport,Tofino,-8
26,Kugaaruk Airport,Pelly Bay,-7
27,Baie Comeau Airport,Baie Comeau,-5
28,CFB Bagotville,Bagotville,-5
29,Baker Lake Airport,Baker Lake,-6
30,Campbell River Airport,Campbell River,-8
31,Brandon Municipal Airport,Brandon,-6
32,Cambridge Bay Airport,Cambridge Bay,-7
33,Nanaimo Airport,Nanaimo,-8
34,Castlegar/West Kootenay Regional Airport,Castlegar,-8
35,Miramichi Airport,Chatham,-4
36,Charlo Airport,Charlo,-4
37,Kugluktuk Airport,Coppermine,-7
38,Coronation Airport,Coronation,-7
39,Chilliwack Airport,Chilliwack,-8
40,Clyde River Airport,Clyde River,-5
41,Coral Harbour Airport,Coral Harbour,-5
42,Dawson City Airport,Dawson,-8
43,Burwash Airport,Burwash,-8
44,Princeton Airport,Princeton,-8
45,Deer Lake Airport,Deer Lake,-3.5
46,Dease Lake Airport,Dease Lake,-8
47,Dauphin Barker Airport,Dauphin,-6
48,Dawson Creek Airport,Dawson Creek,-7
49,Edmonton International Airport,Edmonton,-7
50,Arviat Airport,Eskimo Point,-6
51,Estevan Airport,Estevan,-6
52,Edson Airport,Edson,-7
53,Eureka Airport,Eureka,-6
54,Inuvik Mike Zubko Airport,Inuvik,-7
55,Iqaluit Airport,Iqaluit,-5
56,Fredericton Airport,Fredericton,-4
57,Forestville Airport,Forestville,-5
58,Flin Flon Airport,Flin Flon,-6
59,Fort Resolution Airport,Fort Resolution,-7
60,Fort Simpson Airport,Fort Simpson,-7
61,Kingston Norman Rogers Airport,Kingston,-5
62,La Grande Rivière Airport,La Grande Riviere,-5
63,Gaspé (Michel-Pouliot) Airport,Gaspe,-5
64,Geraldton Greenstone Regional Airport,Geraldton,-5
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,-5
66,Hudson Bay Airport,Hudson Bay,-6
67,Dryden Regional Airport,Dryden,-6
68,Ulukhaktok Holman Airport,Holman Island,-7
69,Gjoa Haven Airport,Gjoa Haven,-7
70,John C. Munro Hamilton International Airport,Hamilton,-5
71,Montréal / Saint-Hubert Airport,Montreal,-5
72,Hay River / Merlyn Carter Airport,Hay River,-7
73,Halifax / Stanfield International Airport,Halifax,-4
74,Atikokan Municipal Airport,Atikokan,-5
75,Pond Inlet Airport,Pond Inlet,-5
76,St Jean Airport,St. Jean,-5
77,Stephenville Airport,Stephenville,-3.5
78,Kamloops Airport,Kamloops,-8
79,Waterloo Airport,Waterloo,-5
80,Schefferville Airport,Schefferville,-5
81,Kindersley Airport,Kindersley,-6
82,Buttonville Municipal Airport,Toronto,-5
83,Chapleau Airport,Chapleau,-5
84,Meadow Lake Airport,Meadow Lake,-6
85,Lloydminster Airport,Lloydminster,-7
86,Alert Airport,Alert,-5
87,Kelowna International Airport,Kelowna,-8
88,Mayo Airport,Mayo,-8
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,-6
90,Fort McMurray Airport,Fort Mcmurray,-7
91,Moosonee Airport,Moosonee,-5
92,Maniwaki Airport,Maniwaki,-5
93,Montreal International (Mirabel) Airport,Montreal,-5
94,Natashquan Airport,Natashquan,-5
95,Ottawa / Gatineau Airport,Gatineau,-5
96,Matagami Airport,Matagami,-5
97,Old Crow Airport,Old Crow,-8
98,CFB Cold Lake,Cold Lake,-7
99,High Level Airport,High Level,-7
100,Ottawa Macdonald-Cartier International Airport,Ottawa,-5
101,Prince Albert Glass Field,Prince Albert,-6
102,Peace River Airport,Peace River,-7
103,Southport Airport,Portage-la-prairie,-6
104,Pitt Meadows Airport,Pitt Meadows,-8
105,Pickle Lake Airport,Pickle Lake,-5
106,Port Menier Airport,Port Menier,-5
107,Peterborough Airport,Peterborough,-5
108,Prince Rupert Airport,Prince Pupert,-8
109,Fort Chipewyan Airport,Fort Chipewyan,-7
110,Muskoka Airport,Muskoka,-5
111,Quebec Jean Lesage International Airport,Quebec,-5
112,Red Deer Regional Airport,Red Deer Industrial,-7
113,Windsor Airport,Windsor,-5
114,Watson Lake Airport,Watson Lake,-8
115,Kenora Airport,Kenora,-6
116,Lethbridge County Airport,Lethbridge,-7
117,Greater Moncton International Airport,Moncton,-4
119,Comox Airport,Comox,-8
120,Regina International Airport,Regina,-6
121,Thunder Bay Airport,Thunder Bay,-5
122,Grande Prairie Airport,Grande Prairie,-7
123,Yorkton Municipal Airport,Yorkton,-6
124,North Battleford Airport,North Battleford,-6
125,Gander International Airport,Gander,-3.5
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,-4
127,Quesnel Airport,Quesnel,-8
128,Resolute Bay Airport,Resolute,-6
129,Rivière-du-Loup Airport,Riviere Du Loup,-5
130,Roberval Airport,Roberval,-5
131,Rocky Mountain House Airport,Rocky Mountain House,-7
132,Rankin Inlet Airport,Rankin Inlet,-6
133,Sudbury Airport,Sudbury,-5
134,Sherbrooke Airport,Sherbrooke,-5
135,Saint John Airport,St. John,-4
136,Fort Smith Airport,Fort Smith,-7
137,Nanisivik Airport,Nanisivik,-5
138,Summerside Airport,Summerside,-4
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,-7
140,Cape Dorset Airport,Cape Dorset,-5
141,Thompson Airport,Thompson,-6
142,CFB Trenton,Trenton,-5
143,Timmins/Victor M. Power,Timmins,-5
144,Billy Bishop Toronto City Centre Airport,Toronto,-5
145,Tuktoyaktuk Airport,Tuktoyaktuk,-7
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,-5
147,Repulse Bay Airport,Repulse Bay,-6
148,Hall Beach Airport,Hall Beach,-5
149,Rouyn Noranda Airport,Rouyn,-5
150,La Ronge Airport,La Ronge,-6
151,Vermilion Airport,Vermillion,-7
152,Qikiqtarjuaq Airport,Broughton Island,-5
153,Val-d'Or Airport,Val D'or,-5
154,Kuujjuaq Airport,Quujjuaq,-5
155,Norman Wells Airport,Norman Wells,-7
156,Vancouver International Airport,Vancouver,-8
157,Buffalo Narrows Airport,Buffalo Narrows,-6
158,Wiarton Airport,Wiarton,-5
159,Petawawa Airport,Petawawa,-5
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,-6
161,Wabush Airport,Wabush,-4
162,Williams Lake Airport,Williams Lake,-8
163,Wrigley Airport,Wrigley,-7
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,-7
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,-7
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,-6
167,Medicine Hat Airport,Medicine Hat,-7
168,Fort St John Airport,Fort Saint John,-7
169,Sioux Lookout Airport,Sioux Lookout,-6
170,Pangnirtung Airport,Pangnirtung,-5
171,Earlton (Timiskaming Regional) Airport,Earlton,-5
172,Prince George Airport,Prince George,-8
173,Northwest Regional Airport Terrace-Kitimat,Terrace,-8
174,London Airport,London,-5
175,Abbotsford Airport,Abbotsford,-8
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,-8
177,North Bay Jack Garland Airport,North Bay,-5
178,Calgary International Airport,Calgary,-7
179,Smithers Airport,Smithers,-8
180,Fort Nelson Airport,Fort Nelson,-8
181,Penticton Airport,Penticton,-8
182,Charlottetown Airport,Charlottetown,-4
183,Taloyoak Airport,Spence Bay,-7
184,Victoria International Airport,Victoria,-8
185,Lynn Lake Airport,Lynn Lake,-6
186,Swift Current Airport,Swift Current,-6
187,Churchill Airport,Churchill,-6
188,Goose Bay Airport,Goose Bay,-4
189,St. John's International Airport,St. John's,-3.5
190,Kapuskasing Airport,Kapuskasing,-5
191,Armstrong Airport,Armstrong,-5
192,Mont Joli Airport,Mont Joli,-5
193,Lester B. Pearson International Airport,Toronto,-5
194,Downsview Airport,Toronto,-5
195,Gore Bay Manitoulin Airport,Gore Bay,-5
196,Yellowknife Airport,Yellowknife,-7
197,Slave Lake Airport,Slave Lake,-7
198,Sandspit Airport,Sandspit,-8
199,Chris Hadfield Airport,Sarnia,-5
200,Port Hardy Airport,Port Hardy,-8
201,Whitecourt Airport,Whitecourt,-7
202,Sept-Îles Airport,Sept-iles,-5
203,Teslin Airport,Teslin,-8
204,CFB Greenwood,Greenwood,-4
205,Faro Airport,Faro,-8
206,Fort Mcpherson Airport,Fort Mcpherson,-7
207,Blida Airport,Blida,1
208,Bou Saada Airport,Bou Saada,1
209,Soummam Airport,Bejaja,1
210,Houari Boumediene Airport,Algier,1
211,Djanet Inedbirene Airport,Djanet,1
212,Boufarik Airport,Boufarik,1
213,Reggane Airport,Reggan,1
214,Illizi Takhamalt Airport,Illizi,1
215,Ain Oussera Airport,Ain Oussera,1
216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,1
217,Jijel Ferhat Abbas Airport,Jijel,1
218,Mecheria Airport,Mecheria,1
219,Relizane Airport,Relizane,1
220,Rabah Bitat Airport,Annaba,1
221,Mohamed Boudiaf International Airport,Constantine,1
222,Cheikh Larbi Tébessi Airport,Tebessa,1
224,Hassi R'Mel Airport,Tilrempt,1
225,Bou Chekif Airport,Tiaret,1
226,Bou Sfer Airport,Bou Sfer,1
227,Tindouf Airport,Tindouf,1
228,Ech Cheliff Airport,Ech-cheliff,1
229,Tafaraoui Airport,Oran,1
230,Zenata – Messali El Hadj Airport,Tlemcen,1
231,Es Senia Airport,Oran,1
232,Sidi Bel Abbes Airport,Sidi Bel Abbes,1
233,Ghriss Airport,Ghriss,1
234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,1
235,Biskra Airport,Biskra,1
236,El Golea Airport,El Golea,1
237,Noumérat - Moufdi Zakaria Airport,Ghardaia,1
238,Oued Irara Airport,Hassi Messaoud,1
239,In Salah Airport,In Salah,1
240,Touggourt Sidi Madhi Airport,Touggourt,1
241,Laghouat Airport,Laghouat,1
242,Timimoun Airport,Timimoun,1
243,Ain el Beida Airport,Ouargla,1
244,In Aménas Airport,Zarzaitine,1
245,Cadjehoun Airport,Cotonou,1
246,Ouagadougou Airport,Ouagadougou,0
247,Bobo Dioulasso Airport,Bobo-dioulasso,0
248,Kotoka International Airport,Accra,0
249,Tamale Airport,Tamale,0
250,Wa Airport,Wa,0
251,Sunyani Airport,Sunyani,0
252,Takoradi Airport,Takoradi,0
253,Port Bouet Airport,Abidjan,0
254,Bouaké Airport,Bouake,0
255,Daloa Airport,Daloa,0
256,Korhogo Airport,Korhogo,0
257,Man Airport,Man,0
258,San Pedro Airport,San Pedro,0
259,Yamoussoukro Airport,Yamoussoukro,0
260,Nnamdi Azikiwe International Airport,Abuja,1
261,Akure Airport,Akure,1
262,Benin Airport,Benin,1
263,Margaret Ekpo International Airport,Calabar,1
264,Akanu Ibiam International Airport,Enugu,1
265,Gusau Airport,Gusau,1
266,Ibadan Airport,Ibadan,1
267,Ilorin International Airport,Ilorin,1
268,Yakubu Gowon Airport,Jos,1
269,Kaduna Airport,Kaduna,1
270,Mallam Aminu International Airport,Kano,1
271,Maiduguri International Airport,Maiduguri,1
272,Makurdi Airport,Makurdi,1
273,Murtala Muhammed International Airport,Lagos,1
274,Minna Airport,Minna,1
275,Port Harcourt International Airport,Port Hartcourt,1
276,Sadiq Abubakar III International Airport,Sokoto,1
277,Yola Airport,Yola,1
278,Zaria Airport,Zaria,1
279,Maradi Airport,Maradi,1
280,Diori Hamani International Airport,Niamey,1
281,Tahoua Airport,Tahoua,1
282,Mano Dayak International Airport,Agadez,1
283,Dirkou Airport,Dirkou,1
284,Diffa Airport,Diffa,1
285,Zinder Airport,Zinder,1
286,Monastir Habib Bourguiba International Airport,Monastir,1
287,Tunis Carthage International Airport,Tunis,1
288,Sidi Ahmed Air Base,Bizerte,1
289,Remada Air Base,Remada,1
290,Gafsa Ksar International Airport,Gafsa,1
291,Gabès Matmata International Airport,Gabes,1
292,Borj El Amri Airport,Bordj El Amri,1
293,Djerba Zarzis International Airport,Djerba,1
294,El Borma Airport,El Borma,1
295,Sfax Thyna International Airport,Sfax,1
296,Tozeur Nefta International Airport,Tozeur,1
297,Niamtougou International Airport,Niatougou,0
298,Lomé-Tokoin Airport,Lome,0
299,Antwerp International Airport (Deurne),Antwerp,1
300,Beauvechain Air Base,Beauvechain,1
301,Kleine Brogel Air Base,Kleine Brogel,1
302,Brussels Airport,Brussels,1
303,Jehonville Air Base,Bertrix,1
304,Brussels South Charleroi Airport,Charleroi,1
305,Chièvres Air Base,Chievres,1
306,Koksijde Air Base,Koksijde,1
307,Florennes Air Base,Florennes,1
308,Wevelgem Airport,Kortrijk-vevelgem,1
309,Liège Airport,Liege,1
310,Ostend-Bruges International Airport,Ostend,1
311,Zutendaal Air Base,Zutendaal,1
312,Brustem Airfield Sint Truiden,Sint-truiden,1
313,Saint Hubert Air Base,St.-hubert,1
314,Ursel Air Base,Ursel,1
315,Weelde Air Base,Weelde,1
316,Zoersel (Oostmalle) Airfield,Zoersel,1
317,Flugplatz Bautzen,Bautzen,1
318,Altenburg-Nobitz Airport,Altenburg,1
319,Dessau Airfield,Dessau,1
320,Eisenhüttenstadt Airfield,Eisenhuettenstadt,1
322,Großenhain Airport,Suhl,1
323,Merseburg Airport,Muehlhausen,1
324,Halle-Oppin Airport,Halle,1
325,Riesa-Göhlis Airport,Riesa,1
326,Rechlin-Lärz Airport,Rechlin-laerz,1
327,Strausberg Airport,Strausberg,1
328,Schönhagen Airport,Schoenhagen,1
329,Barth Airport,Barth,1
330,Jena-Schöngleina Airfield,Jena,1
331,Kyritz Airport,Kyritz,1
332,"Magdeburg ""City"" Airport",Magdeburg,1
333,Rothenburg/Görlitz Airport,Rothenburg/ol,1
334,Anklam Airfield,Anklam,1
335,Cottbus-Drewitz Airport,Cottbus,1
336,Kamenz Airport,Kamenz,1
337,Berlin-Schönefeld Airport,Berlin,1
338,Dresden Airport,Dresden,1
339,Erfurt Airport,Erfurt,1
340,Frankfurt am Main Airport,Frankfurt,1
341,Münster Osnabrück Airport,Munster,1
342,Hamburg Airport,Hamburg,1
343,Berlin-Tempelhof International Airport,Berlin,1
344,Cologne Bonn Airport,Cologne,1
345,Düsseldorf Airport,Duesseldorf,1
346,Munich Airport,Munich,1
347,Nuremberg Airport,Nuernberg,1
348,Leipzig/Halle Airport,Leipzig,1
349,Saarbrücken Airport,Saarbruecken,1
350,Stuttgart Airport,Stuttgart,1
351,Berlin-Tegel Airport,Berlin,1
352,Hannover Airport,Hannover,1
353,Bremen Airport,Bremen,1
354,Frankfurt-Egelsbach Airport,Egelsbach,1
355,Frankfurt-Hahn Airport,Hahn,1
356,Mannheim-City Airport,Mannheim,1
357,Allendorf/Eder Airport,Allendorf,1
358,Worms Airport,Worms,1
359,Mainz-Finthen Airport,Mainz,1
360,Eisenach-Kindel Airport,Eisenach,1
361,Siegerland Airport,Siegerland,1
362,Hamburg-Finkenwerder Airport,Hamburg,1
363,Kiel-Holtenau Airport,Kiel,1
364,Lübeck Blankensee Airport,Luebeck,1
365,Flugplatz Dahlemer Binz,Dahlemer Binz,1
366,Meinerzhagen Airport,Meinerzhagen,1
367,Arnsberg-Menden Airport,Arnsberg,1
368,Essen Mulheim Airport,Essen,1
369,Bielefeld Airport,Bielefeld,1
370,Mönchengladbach Airport,Moenchengladbach,1
371,Paderborn Lippstadt Airport,Paderborn,1
372,Stadtlohn-Vreden Airport,Stadtlohn,1
373,Dortmund Airport,Dortmund,1
374,Augsburg Airport,Augsburg,1
375,Biberach a.d. Riß Airfield,Biberach,1
376,Eggenfelden Airport,Eggenfelden,1
377,Mindelheim-Mattsies Airfield,Mindelheim,1
378,Oberpfaffenhofen Airport,Oberpfaffenhofen,1
379,Straubing Airport,Straubing,1
380,Vilshofen Airport,Vilshofen,1
381,Leutkirch-Unterzeil Airport,Leutkirch,1
382,Friedrichshafen Airport,Friedrichshafen,1
383,Schwerin Parchim Airport,Parchim,1
384,Stendal-Borstel Airport,Stendal,1
385,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,1
386,Bayreuth Airport,Bayreuth,1
387,Burg Feuerstein Airport,Burg Feuerstein,1
388,Hof-Plauen Airport,Hof,1
389,Haßfurt-Schweinfurt Airport,Hassfurt,1
390,Koblenz-Winningen Airfield,Koblenz,1
391,Trier-Föhren Airport,Trier,1
392,Speyer Airfield,Speyer,1
393,Zweibrücken Airport,Zweibruecken,1
394,Donaueschingen-Villingen Airport,Donaueschingen,1
395,Freiburg i. Br. Airport,Freiburg,1
396,Mengen-Hohentengen Airport,Mengen,1
397,Adolf Würth Airport,Schwaebisch Hall,1
398,Finsterwalde/Schacksdorf Airport,Soest,1
399,Braunschweig-Wolfsburg Airport,Braunschweig,1
400,Kassel-Calden Airport,Kassel,1
401,Hildesheim Airport,Hildesheim,1
402,Bremerhaven Airport,Bremerhaven,1
403,Emden Airport,Emden,1
404,Leer-Papenburg Airport,Leer,1
405,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,1
406,Borkum Airport,Borkum,1
407,Norderney Airport,Norderney,1
408,Flensburg-Schäferhaus Airport,Flensburg,1
409,Rendsburg-Schachtholm Airport,Rendsburg,1
410,Westerland Sylt Airport,Westerland,1
411,Ämari Air Base,Armari Air Force Base,2
412,Kärdla Airport,Kardla,2
413,Kuressaare Airport,Kuressaare,2
414,Pärnu Airport,Parnu,2
415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,2
416,Tartu Airport,Tartu,2
417,Enontekio Airport,Enontekio,2
418,Eura Airport,Eura,2
419,Halli Airport,Halli,2
420,Helsinki Malmi Airport,Helsinki,2
421,Helsinki Vantaa Airport,Helsinki,2
422,Hameenkyro Airport,Hameenkyro,2
423,Hanko Airport,Hanko,2
424,Hyvinkää Airfield,Hyvinkaa,2
425,Kiikala Airport,Kikala,2
426,Immola Airport,Immola,2
427,Kitee Airport,Kitee,2
428,Ivalo Airport,Ivalo,2
429,Joensuu Airport,Joensuu,2
430,Jyvaskyla Airport,Jyvaskyla,2
431,Kauhava Airport,Kauhava,2
432,Kemi-Tornio Airport,Kemi,2
433,Kajaani Airport,Kajaani,2
434,Kauhajoki Airport,Kauhajoki,2
435,Kokkola-Pietarsaari Airport,Kruunupyy,2
436,Kemijarvi Airport,Kemijarvi,2
437,Kuusamo Airport,Kuusamo,2
438,Kittilä Airport,Kittila,2
439,Kuopio Airport,Kuopio,2
440,Lahti Vesivehmaa Airport,Vesivehmaa,2
441,Lappeenranta Airport,Lappeenranta,2
442,Mariehamn Airport,Mariehamn,2
443,Menkijarvi Airport,Menkijarvi,2
444,Mikkeli Airport,Mikkeli,2
445,Nummela Airport,Nummela,2
446,Oulu Airport,Oulu,2
447,Piikajarvi Airport,Piikajarvi,2
448,Pori Airport,Pori,2
449,Pudasjärvi Airport,Pudasjarvi,2
450,Pyhäsalmi Airport,Pyhasalmi,2
451,Raahe Pattijoki Airport,Pattijoki,2
452,Rantasalmi Airport,Rantasalmi,2
453,Rovaniemi Airport,Rovaniemi,2
454,Rayskala Airport,Rayskala,2
455,Savonlinna Airport,Savonlinna,2
456,Selanpaa Airport,Selanpaa,2
457,Sodankyla Airport,Sodankyla,2
458,Tampere-Pirkkala Airport,Tampere,2
459,Teisko Airport,Teisko,2
460,Turku Airport,Turku,2
461,Utti Air Base,Utti,2
462,Vaasa Airport,Vaasa,2
463,Varkaus Airport,Varkaus,2
464,Ylivieska Airfield,Ylivieska-raudaskyla,2
465,Belfast International Airport,Belfast,0
466,St Angelo Airport,Enniskillen,0
467,George Best Belfast City Airport,Belfast,0
468,City of Derry Airport,Londonderry,0
469,Birmingham International Airport,Birmingham,0
470,Coventry Airport,Coventry,0
471,Leicester Airport,Leicester,0
472,Gloucestershire Airport,Golouchestershire,0
474,Wolverhampton Halfpenny Green Airport,Halfpenny Green,0
475,Cotswold Airport,Pailton,0
476,Turweston Airport,Turweston,0
477,Wellesbourne Mountford Airport,Wellesbourne,0
478,Manchester Airport,Manchester,0
479,Manchester Woodford Airport,Woodfort,0
480,Royal Marines Base Chivenor Airport,Chivenor,0
481,Newquay Cornwall Airport,Newquai,0
482,RAF Lyneham,Lyneham,0
483,MoD Boscombe Down Airport,Boscombe Down,0
484,RNAS Culdrose,Culdrose,0
485,MoD St. Athan,St. Athan,0
486,RNAS Yeovilton,Yeovilton,0
487,Haverfordwest Airport,Haverfordwest,0
488,Cardiff International Airport,Cardiff,0
489,Swansea Airport,Swansea,0
490,Bristol Airport,Bristol,0
491,Liverpool John Lennon Airport,Liverpool,0
492,London Luton Airport,London,0
493,Plymouth City Airport,Plymouth,0
494,Bournemouth Airport,Bournemouth,0
495,Southampton Airport,Southampton,0
496,Lasham Airport,Lasham,0
497,Alderney Airport,Alderney,0
498,Guernsey Airport,Guernsey,0
499,Jersey Airport,Jersey,0
500,Shoreham Airport,Shoreham By Sea,0
501,London Biggin Hill Airport,Biggin Hill,0
502,London Gatwick Airport,London,0
503,London City Airport,London,0
504,Farnborough Airport,Farnborough,0
505,Chalgrove Airport,Chalsgrove,0
506,Blackbushe Airport,Blackbushe,0
507,London Heathrow Airport,London,0
508,Southend Airport,Southend,0
509,Lydd Airport,Lydd,0
510,Kent International Airport,Manston,0
511,Brough Airport,Brough,0
512,Carlisle Airport,Carlisle,0
513,Retford Gamston Airport,Repton,0
514,Blackpool International Airport,Blackpool,0
515,Humberside Airport,Humberside,0
516,Barrow Walney Island Airport,Barrow Island,0
517,Leeds Bradford Airport,Leeds,0
518,Warton Airport,Warton,0
519,Hawarden Airport,Hawarden,0
520,Isle of Man Airport,Isle Of Man,0
521,Newcastle Airport,Newcastle,0
522,Durham Tees Valley Airport,Teesside,0
523,East Midlands Airport,East Midlands,0
524,Llanbedr Airport,Llanbedr,0
525,RAF Ternhill,Ternhill,0
526,RAF Shawbury,Shawbury,0
528,RAF Woodvale,Woodvale,0
529,Kirkwall Airport,Kirkwall,0
530,Sumburgh Airport,Sumburgh,0
531,Wick Airport,Wick,0
532,Aberdeen Dyce Airport,Aberdeen,0
533,Inverness Airport,Inverness,0
534,Glasgow International Airport,Glasgow,0
535,Edinburgh Airport,Edinburgh,0
536,Islay Airport,Islay,0
537,Glasgow Prestwick Airport,Prestwick,0
538,Benbecula Airport,Benbecula,0
539,Scatsta Airport,Scatsta,0
540,Dundee Airport,Dundee,0
541,Stornoway Airport,Stornoway,0
542,Tiree Airport,Tiree,0
543,RAF Leuchars,Leuchars,0
544,RAF Lossiemouth,Lossiemouth,0
545,Cambridge Airport,Cambridge,0
546,Peterborough Business Airport,Peterborough,0
547,Norwich International Airport,Norwich,0
548,London Stansted Airport,London,0
549,North Weald Airport,North Weald,0
550,Sheffield City Heliport,Fowlmere,0
551,Cranfield Airport,Cranfield,0
552,Exeter International Airport,Exeter,0
553,Bristol Filton Airport,Bristol,0
554,Oxford (Kidlington) Airport,Oxford,0
555,RAF Benson,Benson,0
556,RAF Lakenheath,Lakenheath,0
557,RAF Mildenhall,Mildenhall,0
558,RAF Wattisham,Wattisham,0
559,RAF Wyton,Wyton,0
560,RAF Fairford,Fairford,0
561,RAF Brize Norton,Brize Norton,0
562,RAF Odiham,Odiham,0
563,DCAE Cosford Air Base,Cosford,0
564,RAF Northolt,Northolt,0
565,RAF Coningsby,Coningsby,0
566,RAF Dishforth,Dishforth,0
567,Leeming Airport,Leeming,0
568,Leeds East Airport,Church Fenton,0
569,RAF Honington,Honington,0
570,RAF Cottesmore,Cottesmore,0
571,RAF Scampton,Scampton,0
572,RAF Wittering,Wittering,0
573,RAF Linton-On-Ouse,Linton-on-ouse,0
574,RAF Waddington,Waddington,0
575,RAF Topcliffe,Topcliffe,0
576,RAF Cranwell,Cranwell,0
577,RAF Barkston Heath,Barkston Heath,0
578,RAF Marham,Marham,0
579,Mount Pleasant Airport,Mount Pleasant,-3
580,Amsterdam Airport Schiphol,Amsterdam,1
581,Budel Airfield Kempen,Weert,1
582,Maastricht Aachen Airport,Maastricht,1
583,Deelen Air Base,Deelen,1
584,Drachten Airport,Drachten,1
585,Eindhoven Airport,Eindhoven,1
586,Eelde Airport,Groningen,1
587,Gilze Rijen Air Base,Gilze-rijen,1
588,De Kooy Airport,De Kooy,1
589,Lelystad Airport,Lelystad,1
590,Leeuwarden Air Base,Leeuwarden,1
591,Rotterdam The Hague Airport,Rotterdam,1
592,Soesterberg Air Base,Soesterberg,1
593,Twente Airport,Enschede,1
594,Valkenburg Naval Air Base,Valkenburg,1
595,Woensdrecht Air Base,Woensdrecht,1
596,Cork Airport,Cork,0
597,Galway Airport,Galway,0
599,Dublin Airport,Dublin,0
600,Ireland West Knock Airport,Connaught,0
601,Kerry Airport,Kerry,0
602,Casement Air Base,Casement,0
603,Shannon Airport,Shannon,0
604,Sligo Airport,Sligo,0
605,Waterford Airport,Waterford,0
607,Aarhus Airport,Aarhus,1
608,Billund Airport,Billund,1
609,Copenhagen Kastrup Airport,Copenhagen,1
610,Esbjerg Airport,Esbjerg,1
611,Grønholt Hillerød Airport,Gronholt,1
612,Karup Airport,Karup,1
613,Læsø Airport,Laeso,1
614,Lolland Falster Maribo Airport,Maribo,1
615,Odense Airport,Odense,1
616,Kruså-Padborg Airport,Krusa-padborg,1
617,Copenhagen Roskilde Airport,Copenhagen,1
618,Bornholm Airport,Ronne,1
619,Sønderborg Airport,Soenderborg,1
621,Skrydstrup Air Base,Skrydstrup,1
622,Skive Airport,Skive,1
623,Thisted Airport,Thisted,1
624,Kolding Vamdrup Airfield,Kolding,1
625,Vagar Airport,Vagar,0
626,Vesthimmerlands Flyveplads,Vesthimmerland,1
627,Stauning Airport,Stauning,1
628,Aalborg Airport,Aalborg,1
629,Luxembourg-Findel International Airport,Luxemburg,1
630,Ålesund Airport,Alesund,1
631,Andøya Airport,Andoya,1
632,Alta Airport,Alta,1
633,Bømoen Airport,Voss,1
634,Brønnøysund Airport,Bronnoysund,1
635,Bodø Airport,Bodo,1
636,Bergen Airport Flesland,Bergen,1
637,Båtsfjord Airport,Batsfjord,1
638,Kristiansand Airport,Kristiansand,1
639,Geilo Airport Dagali,Geilo,1
640,Bardufoss Airport,Bardufoss,1
641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,1
642,Leirin Airport,Fagernes,1
643,Florø Airport,Floro,1
644,Oslo Lufthavn,Oslo,1
645,Haugesund Airport,Haugesund,1
646,Hasvik Airport,Hasvik,1
647,Kristiansund Airport (Kvernberget),Kristiansund,1
648,Kjeller Airport,Kjeller,1
649,Kirkenes Airport (Høybuktmoen),Kirkenes,1
650,Lista Airport,Farsund,1
651,Molde Airport,Molde,1
652,Mosjøen Airport (Kjærstad),Mosjoen,1
653,Banak Airport,Lakselv,1
654,Notodden Airport,Notodden,1
655,Ørland Airport,Orland,1
656,Røros Airport,Roros,1
657,"Moss Airport, Rygge",Rygge,1
